n_processo;assunto;status;data_deferimento;tipo_de_localizacao;localizacao;endereco;cep;distrito;subprefeitura;categoria_uso;numero_documento;certf_conclusao_tipo;area_objeto_certf_concl
1020.2023/0014566-8;Certificado de Conclusão;deferido;27/10/2023 13:59:07;SQL;056.112.0019-2;Rua Nova Clélia, 89, Chácara Santo Antônio;03409000;Chácara Santo Antônio;;HIS;31189-23-SP-CCE;Totalmente;482.95
1020.2023/0015126-9;Certificado de Conclusão;deferido;29/09/2023 12:06:52;SQL;029.072.0059-3;Rua Tobias Barreto, 812, 812, Mooca;03176000;Mooca;;R2v, R2v-2;31202-23-SP-CCE;Parcialmente;19561.56
1020.2023/0015026-2;Certificado de Conclusão;deferido;19/12/2023 17:29:38;SQL;060.166.0020-2;Rua Lourdes, 230, Vila São Geraldo;03607050;Vila São Geraldo;;R2h, R2h-1;31203-23-SP-CCE;Totalmente;275.04
1020.2023/0014884-5;Certificado de Conclusão;deferido;29/08/2023 12:34:03;SQL, SQL, SQL, SQL;042.128.0005-5, 042.128.0006-3, 042.128.0007-1, 042.128.0008-1;Rua Loefgr'en, 1401, Vila Clementino, Rua Loefgreen, 1417, Vila Clementino, Rua Loefgreen, 1425, Vila Clementino, Rua Loefgreen, 1427, Vila Clementino;04040031, 04040031, 04040031, 04040031;Vila Clementino, Vila Clementino, Vila Clementino, Vila Clementino;;R2v, nR1, R2v-2, nR1-3, nR1-12;31218-23-SP-CCE;Totalmente;8733.67
1020.2023/0014883-7;Certificado de Conclusão;deferido;28/08/2023 17:19:18;SQL;088.046.0293-7;Av. Vereador José Diniz, 599, Alto da Boa Vista;04603000;Alto da Boa Vista;;R2v, nR1, R2v-3, nR1-12, nR1-3;31225-23-SP-CCE;Totalmente;22751.64
1020.2023/0015030-0;Certificado de Conclusão;deferido;04/09/2023 13:25:36;SQL;016.118.0197-4;Rua João Cachoeira , 695/697, Vila Nova Conceição;04535012;Vila Nova Conceição;;nR1, nR1-6;31235-23-SP-CCE;Totalmente;84.28
1020.2023/0014671-0;Certificado de Conclusão;deferido;02/08/2023 20:06:47;SQL;068.434.0070-1;RUA VERONA, 182, VILA DOM PEDRO II;02243060;VILA DOM PEDRO II;;HIS;31236-23-SP-CCE;Totalmente;1038.65
1020.2023/0015038-6;Certificado de Conclusão;deferido;20/12/2023 14:59:50;SQL;087.423.0021-5;RUA DALVA DE OLIVEIRA , 33, JARDIM HELIOMAR;04728080;JARDIM HELIOMAR;;R2h, R2h-1;31250-23-SP-CCE;Totalmente;294.52
1020.2023/0014667-2;Certificado de Conclusão;deferido;30/08/2023 17:58:59;SQL;051.173.0039-4;R   DUAS BARRAS, 265, Vila Califórnia, Vila Califórnia;03212030;VP - VILA PRUDENTE;;HIS;31258-23-SP-CCE;Totalmente;974.07
1020.2023/0015037-8;Certificado de Conclusão;deferido;20/12/2023 16:53:21;SQL;152.133.0016-1;Rua Ribeiro Duarte, 264, Jardim Santa Adelia;03972050;Jardim Santa Adelia;;R2h, R2h-1;31275-23-SP-CCE;Totalmente;298.22
1020.2023/0014766-0;Certificado de Conclusão;deferido;23/08/2023 13:45:19;SQL;059.069.0049-7;Rua Otília, esq. c/ Rua Heloísa Penteado, 155, vila esperança;03649000;vila esperança;;HMP;31281-23-SP-CCE;Totalmente;244.39
1020.2023/0015380-6;Certificado de Conclusão;deferido;12/10/2023 15:24:42;SQL;113.001.0008-6;RUA PALMEIRA DAS MISSÕES , 35, CIDADE PATRIARCA;03550060;CIDADE PATRIARCA;;R2h, R2h-1;31292-23-SP-CCE;Totalmente;231.04
1020.2023/0015482-9;Certificado de Conclusão;deferido;17/10/2023 21:02:44;SQL;187.058.0025-1; Rua Bem Aceito, 62, Casa, Perus;05201170;Perus;;R2h, R2h-1;31294-23-SP-CCE;Totalmente;256.92
1020.2023/0015325-3;Certificado de Conclusão;deferido;26/09/2023 17:26:51;SQL;198.020.0005-0;Aiamopo Lobo, 305, Parque Casa de Pedra;02320140;Parque Casa de Pedra;;HMP;31319-23-SP-CCE;Totalmente;557.48
1020.2023/0015141-2;Certificado de Conclusão;deferido;16/11/2023 15:25:45;SQL;118.253.0005-3;PADRE BRUNO RICCO, 237, PARQUE SÃO LUCAS;03238050;PARQUE SÃO LUCAS;;R2h, R2h-1;31321-23-SP-CCE;Totalmente;327.81
1020.2023/0015140-4;Certificado de Conclusão;deferido;07/12/2023 10:40:06;SQL;088.158.0078-6;RUA PADRE CHICO , 216, VILA SOFIA;04747090;VILA SOFIA;;R2h, R2h-1;31336-23-SP-CCE;Totalmente;333.7
1020.2023/0015145-5;Certificado de Conclusão;deferido;27/10/2023 17:13:49;SQL;051.090.0052-2;RUA DOS JUNQUILHOS, 412, VILA TONY;03204040;VILA TONY;;R2h, R2h-1;31347-23-SP-CCE;Totalmente;302.42
1020.2023/0014864-0;Certificado de Conclusão;deferido;23/08/2023 12:07:43;SQL;010.037.0684-3;Rua da Consolação, 2104, Consolação;01302001;Consolação;;HMP;31359-23-SP-CCE;Totalmente;11344.26
1020.2023/0014855-1;Certificado de Conclusão;deferido;31/08/2023 21:21:49;SQL;113.455.0005-9;R   PARATIBA, 210, JARDIM NORDESTE;03688010;PE - PENHA;;HIS;31364-23-SP-CCE;Totalmente;792.89
1020.2023/0014856-0;Certificado de Conclusão;deferido;05/01/2024 18:42:01;SQL;094.211.0024-7;RUA JOÃO ALVES DE TORRES, 174, JARDIN DAS FLORES;04904120;JARDIN DAS FLORES;;HIS;31371-23-SP-CCE;Totalmente;748.83
1020.2023/0015268-0;Certificado de Conclusão;deferido;22/02/2024 16:54:03;SQL;152.146.0010-1;Rua Alvaro Lessa, 144, Jardim Santa Adelia;03972060;Jardim Santa Adelia;;R2h, R2h-1;31378-23-SP-CCE;Totalmente;228.26
1020.2023/0014998-1;Certificado de Conclusão;deferido;31/10/2023 18:45:09;SQL;199.050.0022-3;Rua dos Franciscanos, 23, Vila dos Remédios;05105030;Vila dos Remédios;;HIS;31395-23-SP-CCE;Totalmente;757.49
1020.2023/0014996-5;Certificado de Conclusão;deferido;29/09/2023 16:03:43;SQL;110.152.0005-1;Rua Nova Friburgo, 271, Ermelino Matarazzo;03759040;Ermelino Matarazzo;;HIS;31399-23-SP-CCE;Totalmente;727.9
1020.2023/0015001-7;Certificado de Conclusão;deferido;31/08/2023 20:14:44;SQL;056.137.0001-1;R STA  GERTRUDES, 740, esquina com a Rua Coronel Mendonça - Lote 22 da Quadra C, Tatuapé;03408020;AR - ARICANDUVA;;HIS;31421-23-SP-CCE;Totalmente;839.28
1020.2023/0016194-9;Certificado de Conclusão;deferido;29/09/2023 14:35:47;SQL;076.243.0024-9;RUA LAVRAS DO SUL, 399, VILA CAROLINA;02724030;VILA CAROLINA;;R2h, R2h-1;31443-23-SP-CCE;Totalmente;248.9
1020.2023/0015484-5;Certificado de Conclusão;deferido;10/10/2023 09:56:13;SQL;102.085.0048-1;RUA SANTA ELISA, 332 e 334, VILA SANTA CLARA;03159150;VILA SANTA CLARA;;R2h, R2h-1;31455-23-SP-CCE;Totalmente;213.12
1020.2023/0015110-2;Certificado de Conclusão;deferido;31/10/2023 19:52:05;SQL;116.299.0008-6;R   JOSE DIOGO BASTOS, 116, TATUAPE;03454040;AR - ARICANDUVA;;HIS;31460-23-SP-CCE;Totalmente;780.33
1020.2023/0015759-3;Certificado de Conclusão;deferido;28/09/2023 09:54:51;SQL;012.114.0080-8;PRAÇA IRMÃOS KARMAN, 74, SUMARÉ;01252000;SUMARÉ;;nR1, nR1-6;31479-23-SP-CCE;Totalmente;119.95
1020.2023/0015947-2;Certificado de Conclusão;deferido;27/02/2024 01:37:50;SQL;105.126.0015-4;Rua Doutor Francisco Ursaia - Lote 04 Quadra 17, 51, Jardim Regina;05175250;Jardim Regina;;R2h, R2h-1;31501-23-SP-CCE;Totalmente;472.85
1020.2023/0015497-7;Certificado de Conclusão;deferido;23/08/2023 13:39:47;SQL;067.442.0006-2;Rua Maria Cassio, 06, Vila Constança;02258030;Vila Constança;;HIS;31512-23-SP-CCE;Totalmente;387.39
1020.2023/0015948-0;Certificado de Conclusão;deferido;20/12/2023 15:26:05;SQL;098.034.0016-9;Rua Fortunato Ferraz, 365, Lote 04, Vila Anastácio;05093900;Vila Anastácio;;R2v, nR1, R2v-4, nR1-3;31514-23-SP-CCE;Parcialmente;30627.83
1020.2023/0015338-5;Certificado de Conclusão;deferido;02/02/2024 14:27:44;SQL;019.022.0008-1;Rua Cruzeiro, 677, Barra Funda;01137000;Barra Funda;;HIS;31524-23-SP-CCE;Totalmente;647.62
1020.2023/0015429-2;Certificado de Conclusão;deferido;27/10/2023 13:43:01;SQL;067.182.0152-9;Rua Joaquim José, 53,  Vila Nivi;02251090; Vila Nivi;;HIS;31588-23-SP-CCE;Totalmente;326.19
1020.2023/0015697-0;Certificado de Conclusão;deferido;31/01/2024 16:13:34;SQL;118.108.0008-1;R   OTAVIO ALVES DUNDAS, 178, VL I.V.G.;03249000;VP - VILA PRUDENTE;;HIS;31609-23-SP-CCE;Totalmente;595.24
1020.2023/0015509-4;Certificado de Conclusão;deferido;05/12/2023 16:41:42;SQL;065.110.0020-6;R SOLD  JAMIL DAGLI, 309, PARQUE NOVO MUNDO;02143030;MG - VILA MARIA-VILA GUILHERME;;HIS;31612-23-SP-CCE;Totalmente;1088.23
1020.2023/0016330-5;Certificado de Conclusão;deferido;18/12/2023 15:58:37;SQL;108.016.0005-6;Rua José Pedreschi , 666A, Vila Souza ;02881000;Vila Souza ;;R2h, R2h-1;31614-23-SP-CCE;Totalmente;263.83
1020.2023/0015523-0;Certificado de Conclusão;deferido;18/12/2023 17:04:18;SQL;131.031.0102-2;Avenida São Miguel, 8184, Vila Norma;08070001;Vila Norma;;HIS, HMP;31638-23-SP-CCE;Totalmente;21878.38
1020.2023/0016524-3;Certificado de Conclusão;deferido;17/11/2023 16:00:48;SQL;087.059.0087-5;rua america central, 142, santo amaro;04755010;santo amaro;;nR1, nR1-15;31660-23-SP-CCE;Totalmente;0
1020.2023/0015955-3;Certificado de Conclusão;deferido;19/12/2023 17:28:30;SQL;110.304.0023-6;Rua Almerindo Alziro Paganini, 118, Jardim Popular;03671000;Jardim Popular;;R2h, R2h-1;31669-23-SP-CCE;Totalmente;197
1020.2023/0015962-6;Certificado de Conclusão;deferido;31/08/2023 12:46:05;SQL;045.032.0011-9;RUA LUIS MAZZAROLO, 127, VILA CLEMENTINO;04024040;VILA CLEMENTINO;;R2v, R2v-1;31704-23-SP-CCE;Totalmente;901.46
1020.2023/0016061-6;Certificado de Conclusão;deferido;15/09/2023 11:54:43;SQL;068.188.0041-6;Rua Aldeia Vinte de Setembro, 690, Vila Ede;02022000;Vila Ede;;R2h, R2h-1;31717-23-SP-CCE;Totalmente;328.87
1020.2023/0016089-6;Certificado de Conclusão;deferido;06/09/2023 14:56:43;SQL, SQL;021.025.0007-1, 021.025.0008-1;Rua Melo Palheta, 289, Água Branca, Rua Melo Palheta, 301, Água Branca;05002030, 05002030;Água Branca, Água Branca;;R2v, nR1, R2v-2, nR1-3, nR1-12;31720-23-SP-CCE;Totalmente;6776.03
1020.2023/0015873-5;Certificado de Conclusão;deferido;22/03/2024 12:52:34;SQL;051.137.0006-1;RUA JUSTINIANO, 165, VILA ALPINA;03208010;VILA ALPINA;;HIS;31723-23-SP-CCE;Totalmente;705.69
1020.2023/0016083-7;Certificado de Conclusão;deferido;29/08/2023 14:45:06;SQL;064.082.0007-9;Rua Prefeito Milton Improta, 754, Vila Maria;02119021;Vila Maria;;nR1, nR1-6;31737-23-SP-CCE;Totalmente;441
1020.2023/0016214-7;Certificado de Conclusão;deferido;24/08/2023 16:53:01;SQL;070.239.0011-1;Rua Adelfa de Figueiredo, 171, Jardim Paraíso;02417130;Jardim Paraíso;;R2h, R2h-1;31746-23-SP-CCE;Totalmente;392.39
1020.2023/0016087-0;Certificado de Conclusão;deferido;15/03/2024 12:34:43;SQL;051.116.0004-3;Rua Barão de Itapoa, 219, Vila Prudente;03205000;Vila Prudente;;R2h, R2h-1;31757-23-SP-CCE;Totalmente;310.51
1020.2023/0015785-2;Certificado de Conclusão;deferido;10/10/2023 16:06:57;SQL;060.260.0045-3;Rua Coronel Meireles, 1184, Vila Londrina;03612000;Vila Londrina;;HIS;31759-23-SP-CCE;Totalmente;950.48
1020.2023/0016090-0;Certificado de Conclusão;deferido;20/12/2023 18:16:04;SQL;113.026.0009-4;RUA CASTANHAL, 108, VILA MATILDE;03551090;VILA MATILDE;;R2h, R2h-1;31764-23-SP-CCE;Totalmente;428.96
1020.2023/0016217-1;Certificado de Conclusão;deferido;23/01/2024 17:22:39;SQL;307.050.0027-0;RUA SILVIA SOBRAL , 94/96, FREGUESIA ;02968150;FREGUESIA ;;R2h, R2h-1;31780-23-SP-CCE;Totalmente;284.3
1020.2023/0016218-0;Certificado de Conclusão;deferido;22/11/2023 21:01:49;SQL;113.082.0017-9;Rua Clevelandia, 22, Cidade Patriarca;03555050;Cidade Patriarca;;R2h, R2h-1;31782-23-SP-CCE;Totalmente;423.4
1020.2023/0016425-5;Certificado de Conclusão;deferido;10/11/2023 11:20:47;SQL;121.242.0011-8;RUA TABARÉ, 270, VILA SABARÁ;04446000;VILA SABARÁ;;R2h, R2h-1;31816-23-SP-CCE;Totalmente;237.6
1020.2023/0016222-8;Certificado de Conclusão;deferido;05/10/2023 14:37:10;SQL;033.015.0084-6;Rua Vergueiro, 279, Liberdade;01504001;Liberdade;;nR1, nR1-6;31822-23-SP-CCE;Totalmente;7160.88
1020.2023/0016342-9;Certificado de Conclusão;deferido;14/11/2023 16:00:44;SQL;110.213.0014-3;RUA SANTA TEREZA DO BONITO, 42, VILA BUENOS AIRES;03624040;VILA BUENOS AIRES;;R2h, R2h-1;31844-23-SP-CCE;Totalmente;305
1020.2023/0015998-7;Certificado de Conclusão;deferido;22/09/2023 18:40:58;SQL;061.152.0010-5;Rua Moliterno, 269, Penha de França;03642030;Penha de França;;HMP;31860-23-SP-CCE;Totalmente;405.64
1020.2023/0016538-3;Certificado de Conclusão;deferido;20/12/2023 17:35:48;SQL;043.099.0055-0;rua Tapuruquara, 44, 0, Moinho Velho;04285090;Moinho Velho;;R2v, R2v-1;31871-23-SP-CCE;Totalmente;320.36
1020.2023/0016349-6;Certificado de Conclusão;deferido;29/02/2024 16:09:29;SQL;116.369.0017-7;Rua Prof Francisco Accioly, 117, Vila Antonieta;03475050;Vila Antonieta;;R2h, R2h-1;31875-23-SP-CCE;Totalmente;287.74
1020.2023/0016427-1;Certificado de Conclusão;deferido;07/12/2023 10:43:09;SQL, SQL, SQL;033.046.0318-2, 033.046.0234-8, 033.046.0996-2;RUA MUNIZ DE SOUSA, 476, ACLIMAÇÃO, RUA MUNIZ DE SOUSA, 476, ACLIMAÇÃO, RUA MUNIZ DE SOUSA, 476, ACLIMAÇÃO;01534000, 01534000, 01534000;ACLIMAÇÃO, ACLIMAÇÃO, ACLIMAÇÃO;;nR2, nR2-3;31876-23-SP-CCE;Totalmente;362.49
1020.2023/0016122-1;Certificado de Conclusão;deferido;20/09/2023 13:00:17;SQL;056.124.0001-2;TRAVESSA DO TRIUNFO, 268, MARANHÃO;03073090;MARANHÃO;;HIS;31929-23-SP-CCE;Totalmente;455.47
1020.2023/0016432-8;Certificado de Conclusão;deferido;19/01/2024 19:42:47;SQL;120.050.0009-3;RUA JOAQUIM SEVERINO, 89, CASA, CUPECE;04652204;CUPECE;;R2h, R2h-1;31932-23-SP-CCE;Totalmente;313.88
1020.2023/0016539-1;Certificado de Conclusão;deferido;15/09/2023 12:29:56;SQL, SQL;037.006.0035-6, 037.006.0061-5;VD SANTA GENEROSA, 10, Paraíso, VD SANTA GENEROSA, SN, Paraíso;04004100, 04004100;Paraíso, Paraíso;;R2v, nR1, nR2, R2v-3, nR1-3, nR2-2, nR1-12;31946-23-SP-CCE;Totalmente;25786.28
1020.2023/0016264-3;Certificado de Conclusão;deferido;06/09/2023 15:23:49;SQL;113.520.0004-1;RUA MIGUEL ARCANJO DE OLIVEIRA, 189, JARDIM SANTA LUZIA;03694120;JARDIM SANTA LUZIA;;HIS;31967-23-SP-CCE;Totalmente;622.18
1020.2023/0016542-1;Certificado de Conclusão;deferido;30/11/2023 10:51:26;SQL;060.192.0019-4;RUA ENEAS DE BARROS, 216, VILA SANTANA ;03613000;VILA SANTANA ;;R2h, R2h-1;31978-23-SP-CCE;Totalmente;279.2
1020.2023/0016376-3;Certificado de Conclusão;deferido;01/09/2023 15:44:43;SQL, SQL;082.419.0004-1, 082.419.0005-8;Rua Miragaia, 186, Butantã, Rua Miragaia, 174, Butantã;05511020, 05511020;Butantã, Butantã;;HMP;32020-23-SP-CCE;Totalmente;8195.78
1020.2023/0016682-7;Certificado de Conclusão;deferido;12/10/2023 16:40:51;SQL;116.327.0023-8;RUA REGO BARROS, 1604, VILA ANTONIETA;03460000;VILA ANTONIETA;;R2h, R2h-1;32024-23-SP-CCE;Totalmente;167.32
1020.2023/0016570-7;Certificado de Conclusão;deferido;24/10/2023 20:23:13;SQL;113.614.0036-5;Rua Doutor Urbano Pereira, 37, Lote 10 da Quadra 41, Artur Alvim;03566020;Artur Alvim;;HIS;32098-23-SP-CCE;Totalmente;842.14
1020.2023/0016571-5;Certificado de Conclusão;deferido;18/09/2023 12:46:56;SQL;198.089.0067-3;Rua Pedro Tezin, 153, Bortolândia;02352130;Bortolândia;;HIS;32120-23-SP-CCE;Totalmente;468.63
1020.2023/0017014-0;Certificado de Conclusão;deferido;01/09/2023 12:10:24;SQL;154.140.0012-2;Rua Antonio Augusto Cortesão, 137, Sapopemba;03925010;Sapopemba;;R2h, R2h-1;32132-23-SP-CCE;Totalmente;245.18
1020.2023/0016582-0;Certificado de Conclusão;deferido;27/10/2023 11:56:11;SQL;089.448.0046-4;RUA ACACIO VASCONCELOS, 31, SANTO AMARO;04359100;SANTO AMARO;;HIS;32136-23-SP-CCE;Totalmente;816.37
1020.2023/0016710-6;Certificado de Conclusão;deferido;01/09/2023 16:06:25;SQL;061.093.0026-8;Rua Capiacaci, 146, Penha de França;03638150;Penha de França;;HIS;32159-23-SP-CCE;Totalmente;921.2
1020.2023/0017021-2;Certificado de Conclusão;deferido;11/09/2023 13:39:39;SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL;014.012.0058-3, 014.012.0051-6, 014.012.0055-9, 014.012.0091-5, 014.012.0095-8, 014.012.0101-6, 014.012.0052-4, 014.012.0088-5, 014.012.0092-3, 014.012.0096-6, 014.012.0102-4, 014.012.0053-2, 014.012.0089-3, 014.012.0093-1, 014.012.0097-4, 014.012.0054-0, 014.012.0090-7, 014.012.0094-1, 014.012.0100-8;rua augusta, 2854, cerqueira cesar, rua augusta, 2898, cerqueira cesar, rua augusta, 2872, cerqueira cesar, rua augusta, 2862, cerqueira cesar, rua augusta, 2862 , loja 8, cerqueira cesar, rua augusta, 2866, loja b, cerqueira cesar, rua augusta, 2892, cerqueira cesar, rua augusta, 2862, loja 1, cerqueira cesar, rua augusta, 2862, loja 5, cerqueira cesar, rua augusta, 2862, loja 9, cerqueira cesar, rua augusta, 2866, loja A, cerqueira cesar, rua augusta, 2884, cerqueira cesar, rua augusta, 2862, loja 2, cerqueira cesar, rua augusta, 2862, loja 6, cerqueira cesar, rua augusta, 2862, loja 10, cerqueira cesar, rua augusta, 2880, cerqueira cesar, rua augusta, 2862, loja 3, cerqueira cesar, rua augusta, 2862, loja 7, cerqueira cesar, rua uagusta, 2866, loja 1, cerqueira cesar;01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100, 01412100;cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar, cerqueira cesar;;R2v, nR1, R2v-2, nR1-12, nR1-3;32163-23-SP-CCE;Totalmente;16937.21
1020.2023/0017156-1;Certificado de Conclusão;deferido;22/09/2023 17:16:48;SQL;299.027.0068-1;AV PRES JUSCELINO KUBITSCHEK,  1695, Vila Olimpia;04543011;Vila Olimpia;;nR2, nR2-10;32175-23-SP-CCE;Totalmente;655.88
1020.2023/0016816-1;Certificado de Conclusão;deferido;11/10/2023 19:47:10;SQL;059.101.0023-8;Rua Moe, 185, Vila Ré;03660040;Vila Ré;;HIS;32196-23-SP-CCE;Totalmente;1815.81
1020.2023/0016818-8;Certificado de Conclusão;deferido;26/12/2023 11:17:37;SQL, SQL;059.039.0086-0, 059.039.0087-9;RUA JOSE MIGUEL ACKEL, 103, PENHA, RUA JOSE MIGUEL ACKEL, 93, PENHA;03622030, 03622030;PENHA, PENHA;;HMP;32197-23-SP-CCE;Totalmente;624.21
1020.2023/0016822-6;Certificado de Conclusão;deferido;29/09/2023 15:36:44;SQL, SQL;074.220.0072-4, 074.220.0071-6;RUA CORONEL MARIO DE AZEVEDO , 54, JD. PEREIRA LEITE, RUA CORONEL MARIO DE AZEVEDO , 44, JD. PEREIRA LEITE ;02710020, 02710020;JD. PEREIRA LEITE, JD. PEREIRA LEITE ;;HIS;32208-23-SP-CCE;Totalmente;749.64
1020.2023/0016929-0;Certificado de Conclusão;deferido;08/11/2023 18:35:25;SQL;044.082.0023-9;Rua Igarata, 302, 302A, Vila Prudente;03151030;Vila Prudente;;HIS;32216-23-SP-CCE;Totalmente;2114.76
1020.2023/0016927-3;Certificado de Conclusão;deferido;12/01/2024 18:27:33;SQL;116.283.0006-9;R DR  MARIANO CURSINO DE MOURA, 199, Jd Maria Luiza;03451000;AR - ARICANDUVA;;HIS;32240-23-SP-CCE;Totalmente;878.88
1020.2023/0016926-5;Certificado de Conclusão;deferido;01/03/2024 14:20:03;SQL;110.020.0006-7;RUA BELCHIOR DE MELO , 250, CANGAÍBA;03721070;CANGAÍBA;;HIS;32245-23-SP-CCE;Totalmente;626.85
1020.2023/0017342-4;Certificado de Conclusão;deferido;27/09/2023 10:55:06;SQL, SQL, SQL, SQL, SQL, SQL, SQL;037.099.0016-6, 037.099.0017-4, 037.099.0018-2, 037.099.0010-7, 037.099.0013-1, 037.099.0014-1, 037.099.0015-8;RUA MAJOR MARAGLIANO, 135, VILA MARIANA, RUA MAJOR MARAGLIANO,, 139, VILA MARIANA, R MAJOR MARAGLIANO,, 143, VILA MARIANA, R SUD MENNUCCI,, 331, VILA MARIANA, R MAJOR MARAGLIANO,, 109, VILA MARIANA, R MAJOR MARAGLIANO, 117, VILA MARIANA, R MAJOR MARAGLIANO,, 129, VILA MARIANA;04017030, 04017030, 04017030, 04017080, 04017030, 04017030, 04017030;VILA MARIANA, VILA MARIANA, VILA MARIANA, VILA MARIANA, VILA MARIANA, VILA MARIANA, VILA MARIANA;;R2v, R2v-3;32251-23-SP-CCE;Totalmente;10421.94
1020.2023/0017344-0;Certificado de Conclusão;deferido;29/09/2023 18:28:09;SQL, SQL, SQL, SQL;007.017.0037-8, 007.017.0038-6, 007.017.0086-6, 007.017.0046-7;Rua Barão de Tatui, 327, Santa Cecília, Rua Barão de Tatui, 323, Santa Cecília, Rua Barão de Tatui, 301,309 e 317, Santa Cecília, Rua imaculada Conceição, 135, Santa Cecília;01226300, 01226300, 01226300, 01226020;Santa Cecília, Santa Cecília, Santa Cecília, Santa Cecília;;R2v, nR1, R2v-2, nR1-12, nR1-3;32254-23-SP-CCE;Totalmente;8905.5
1020.2023/0017287-8;Certificado de Conclusão;deferido;07/02/2024 15:39:10;SQL;117.137.0002-5;Rua Desembargador Veloso de Oliveira, 79, Vila Primavera;03389010;Vila Primavera;;R2h, R2h-1;32258-23-SP-CCE;Totalmente;283.8
1020.2023/0017345-9;Certificado de Conclusão;deferido;19/09/2023 16:52:44;SQL;087.066.0085-9;Av Adolfo Pinheiro, 195, Santo Amaro;04733000;Santo Amaro;;nR3, nR2, nR3-9, nR2-1, nR2-2;32261-23-SP-CCE;Parcialmente;9562.93
1020.2023/0017048-4;Certificado de Conclusão;deferido;14/09/2023 12:57:15;SQL, SQL;113.128.0025-8, 113.128.0025-8;RUA DESEMBARGADOR ROCHA PORTELA, 115 - E 115B, ARTUR ALVIM, RUA COMANDANTE JULIANO TENA, 330, Vila Santa TeresaSão Paulo - SP, 03564-010;03567000, 03564010;ARTUR ALVIM, Vila Santa TeresaSão Paulo - SP, 03564-010;;HIS;32300-23-SP-CCE;Totalmente;618.22
1020.2023/0017049-2;Certificado de Conclusão;deferido;28/09/2023 16:53:40;SQL;068.015.0008-2;Rua Amontada , 73 e 81, Parada Inglesa;02242020;Parada Inglesa;;HIS;32305-23-SP-CCE;Totalmente;648.78
1020.2023/0017051-4;Certificado de Conclusão;deferido;09/02/2024 15:02:48;SQL;103.046.0168-2;Avenida Guarapiranga, 1553;04902015;Parque Alves Lima;;HIS;32313-23-SP-CCE;Parcialmente;17910.41
1020.2023/0017483-8;Certificado de Conclusão;deferido;20/12/2023 17:27:09;SQL, SQL;037.029.0047-0, 037.029.0048-9;AV CONSELHEIRO RODRIGUES ALVES, 1213, Vila Mariana, AVENIDA CONSELHEIRO RODRIGUES ALVES, 1223, Vila Mariana;04014012, 04014012;Vila Mariana, Vila Mariana;;R2h, R2h-3;32317-23-SP-CCE;Totalmente;984.4
1020.2023/0017597-4;Certificado de Conclusão;deferido;21/09/2023 09:40:34;SQL, SQL;085.299.0040-5, 085.299.0044-8;AVENIDA NOVA INDEPENDÊNCIA, 124, BROOKLIN, AVENIDA NOVA INDEPENDÊNCIA, 126, BROOKLIN;04570000, 04570000;BROOKLIN, BROOKLIN;;nR1, nR2, nR1-3, nR2-12;32322-23-SP-CCE;Totalmente;3779.99
1020.2023/0017174-0;Certificado de Conclusão;deferido;18/09/2023 14:55:44;SQL;031.013.0054-1;RUA MARCIAL, 83,  MOOCA;03169040; MOOCA;;HIS;32325-23-SP-CCE;Totalmente;364.42
1020.2023/0017175-8;Certificado de Conclusão;deferido;04/09/2023 16:39:45;SQL, SQL;166.267.0004-8, 166.267.0011-0;Rua Cabo Estácio da Conceição, 420, Parque Maria Helena, Rua Cabo Estácio da Conceição, 406, Parque Maria Helena;05854060, 05854060;Parque Maria Helena, Parque Maria Helena;;HIS, HMP;32329-23-SP-CCE;Totalmente;23994.99
