n_processo;assunto;status;data_deferimento;tipo_de_localizacao;localizacao;endereco;cep;categoria_uso;numero_documento;certf_conclusao_tipo;area_objeto_certf_concl
1020.2023/0012451-2;Certificado de Conclusão;deferido;20/07/2023 17:25:42;SQL;111.587.0036-8;RUA GEORGE BONAIRA, 91, JARDIM COTINHA;03886030;R2h, R2h-1;29958-23-SP-CCE;Totalmente;277.71
1020.2023/0012058-4;Certificado de Conclusão;deferido;25/08/2023 10:34:43;SQL;059.138.0127-1;RUA SANTO HENRIQUE , 930, VL RE;03664010;R2h, R2h-1;29959-23-SP-CCE;Totalmente;230.6
1020.2023/0012062-2;Certificado de Conclusão;deferido;05/07/2023 15:34:23;SQL;041.003.0007-7;Rua Jacques Felix, 752;04509002;R2v, nR1, R2v-2, nR1-12, nR1-2;29962-23-SP-CCE;Totalmente;7408.2
1020.2023/0012452-0;Certificado de Conclusão;deferido;26/07/2023 16:52:53;SQL;060.192.0018-3;RUA ENEAS DE BARROS , 226, PENHA;03613000;R2h, R2h-1;29970-23-SP-CCE;Totalmente;399.7
1020.2023/0011784-2;Certificado de Conclusão;deferido;26/06/2023 18:16:29;SQL;068.040.0014-5;RUA VICENZA , 125, VILA DOM PEDRO II;02244080;HIS;29987-23-SP-CCE;Totalmente;752.1
1020.2023/0012784-8;Certificado de Conclusão;deferido;28/08/2023 10:16:35;SQL;187.103.0016-2;RUA PADRE MANUEL CAMPELLO, 598, PERUS ;05206020;R2h, R2h-1;29999-23-SP-CCE;Totalmente;629.29
1020.2023/0014268-5;Certificado de Conclusão;deferido;27/07/2023 20:18:55;SQL;067.039.0001-9;RUA SÃO LUIZ GONZAGA, 183, JAÇANÃ;02274150;HIS;30007-23-SP-CCE;Totalmente;671.15
1020.2023/0012195-5;Certificado de Conclusão;deferido;13/07/2023 12:37:18;SQL;118.430.0060-0;RUA OTAVIO ALVES DUNDAS, 59, VILA PRUDENTE;03249000;R2h, R2h-1;30026-23-SP-CCE;Totalmente;142.33
1020.2023/0011926-8;Certificado de Conclusão;deferido;04/07/2023 13:35:21;SQL;146.127.0013-8;AV   LIDER, 785, Cidade Líder;03586000;HIS;30037-23-SP-CCE;Totalmente;1435.35
1020.2023/0011982-9;Certificado de Conclusão;deferido;14/07/2023 17:29:33;SQL;113.457.0015-5;R   IPAUMIRIM, 550, JARDIM NORDESTE;03688020;HIS;30049-23-SP-CCE;Totalmente;781.05
1020.2023/0012308-7;Certificado de Conclusão;deferido;31/07/2023 15:06:43;SQL;059.070.0024-4;RUA HELOISA PENTEADO, 326, 338, VILA ESPERANÇA;03649010;R2h, R2h-1;30051-23-SP-CCE;Totalmente;956.58
1020.2023/0012309-5;Certificado de Conclusão;deferido;20/07/2023 17:16:34;SQL;146.083.0014-7;RUA ALCATIFA, 220, JARDIM BRASILIA;03583030;R2h, R2h-1;30056-23-SP-CCE;Totalmente;378.94
1020.2023/0012312-5;Certificado de Conclusão;deferido;07/07/2023 16:55:56;SQL;118.453.0029-6;RUA DOMINGOS PIRES BRITO, 486, JARDIM CENTRAL;03262030;R2h, R2h-1;30062-23-SP-CCE;Totalmente;123.94
1020.2023/0012464-4;Certificado de Conclusão;deferido;05/07/2023 15:14:28;SQL;051.117.0008-0;RUA PORTO SABAUNA, 181, VILA PRUDENTE;03206000;R2h, R2h-1;30063-23-SP-CCE;Totalmente;300.4
1020.2023/0011988-8;Certificado de Conclusão;deferido;03/07/2023 19:03:54;SQL;115.233.0020-4;Rua Ideal, 56-60, GUAIANAZES;08461150;HIS;30073-23-SP-CCE;Totalmente;1065.77
1020.2023/0012310-9;Certificado de Conclusão;deferido;31/07/2023 13:23:32;SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL;056.090.0034-3, 056.090.0012-2, 056.090.0016-5, 056.090.0017-3, 056.090.0028-9, 056.090.0029-7, 056.090.0030-0, 056.090.0032-7, 056.090.0037-8, 056.090.0038-6, 056.090.0044-0;Rua Atucuri, 214, Chácara Santo Antônio, Rua Antonia Soveral, 336, Tatuapé, Rua Maniutuba, 245, Chácara Santo Antônio, Rua Maniutuba, s/n, Chácara Santo Antônio, Rua Atucuri, 136 e 138, Chácara Santo Antônio, Rua Antonia Soveral, 360, Tatuapé, Rua Antonia Soveral, 342 e 348, Tatuapé, Rua Atucuri, s/n, Chácara Santo Antônio, Rua Atucuri, 234, Chácara Santo Antônio, Rua Atucuri, 226, Chácara Santo Antônio, Rua Mariano de Sousa, 552, Chácara Santo Antônio;03411000, 03407100, 03411130, 03411130, 03411000, 03407100, 03407100, 03411000, 03411000, 03411000, 03411090;R2v, R2v-3;30074-23-SP-CCE;Totalmente;32383.85
1020.2023/0012653-1;Certificado de Conclusão;deferido;25/08/2023 10:37:43;SQL;055.140.0031-1;RUA ANGOERA, S/N LOTE 31, JARDIM TEXTIL;03415090;R2h, R2h-1;30088-23-SP-CCE;Totalmente;426.66
1020.2023/0012465-2;Certificado de Conclusão;deferido;25/08/2023 18:31:40;SQL;120.171.0013-6;Rua Antônio dos Santos Rocha, 90, 82, Vila Marari;04402170;R2h, R2h-1;30111-23-SP-CCE;Totalmente;338.57
1020.2023/0012108-4;Certificado de Conclusão;deferido;05/07/2023 11:51:16;SQL, SQL;059.160.0048-0, 059.160.0049-9;RUA MADALENA JULIA, 207, VILA GRANADA, RUA GUANAES, 2, VILA GRANADA;03660010, 03659160;HMP;30120-23-SP-CCE;Totalmente;373.2
1020.2023/0012321-4;Certificado de Conclusão;deferido;22/09/2023 18:45:33;SQL;059.225.0045-7;Rua Claudia, 487, Penha;03617000;HMP;30123-23-SP-CCE;Totalmente;211.99
1020.2023/0012474-1;Certificado de Conclusão;deferido;06/07/2023 17:09:42;SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL;007.084.0558-4, 007.084.0559-2, 007.084.0560-6, 007.084.0561-4, 007.084.0562-2, 007.084.0563-0, 007.084.0564-9, 007.084.0565-7, 007.084.0566-5, 007.084.0567-3, 007.084.0568-1;RUA BENTO FREITAS, 362, REPUBLICA, RUA BENTO FREITAS, 362, REPUBLICA, RUA BENTO FREITAS, 362, REPUBLICA, RUA BENTO FREITAS, 362, REPUBLICA, RUA BENTO FREITAS, 362, REPUBLICA, RUA BENTO FREITAS, 362, REPUBLICA, RUA BENTO FREITAS, 362, REPUBLICA, RUA BENTO FREITAS, 362, REPUBLICA, RUA BENTO FREITAS, 362, REPUBLICA, RUA BENTO FREITAS, 362, REPUBLICA, RUA BENTO FREITAS, 362, REPUBLICA;01220000, 01220000, 01220000, 01220000, 01220000, 01220000, 01220000, 01220000, 01220000, 01220000, 01220000;R2v, nR1, R2v-1, nR1-2;30139-23-SP-CCE;Totalmente;0
1020.2023/0012118-1;Certificado de Conclusão;deferido;13/07/2023 10:51:46;SQL, SQL, SQL, SQL;083.187.0070-8, 083.187.0071-6, 083.187.0072-4, 083.187.0073-2;Rua Jorge Rizzo , 235, Pinheiros, Rua Jorge Rizzo, 255, Pinheiros, Rua Jorge Rizzo, 265, LT 40, Pinheiros, Av. Eusebio Matoso, 500, Pinheiros;05424060, 05424060, 05424060, 05424060;HIS, R2v, nR1, R2v-2, nR1-1;30140-23-SP-CCE;Totalmente;12190.08
1020.2023/0012566-7;Certificado de Conclusão;deferido;29/09/2023 15:04:47;SQL;113.133.0004-6;Rua Fausto Figueira de Melo, 185, Vila Matilde;03558100;R2h, R2h-1;30164-23-SP-CCE;Totalmente;254.15
1020.2023/0012232-3;Certificado de Conclusão;deferido;21/07/2023 11:53:46;SQL;102.049.0046-7;RUA BUCUITUBA, 504, VILA MARGARIDA;03276010;HMP;30194-23-SP-CCE;Totalmente;218.97
1020.2023/0012238-2;Certificado de Conclusão;deferido;24/10/2023 16:25:35;SQL;058.037.0011-8;RUA COSTA REGO, 21;03542030;HIS;30203-23-SP-CCE;Totalmente;699.7
1020.2023/0012322-2;Certificado de Conclusão;deferido;21/07/2023 11:35:46;SQL;068.483.0014-4;RUA AMERICO CASTRO, 31, PARQUE RODRIGUES ALVES;02249040;HIS;30229-23-SP-CCE;Totalmente;421.85
1020.2023/0012585-3;Certificado de Conclusão;deferido;31/08/2023 21:10:08;SQL;060.141.0025-3;R CAP  RANGEL, 217, PENHA;03607100;HIS;30232-23-SP-CCE;Totalmente;585.31
1020.2023/0012776-7;Certificado de Conclusão;deferido;11/07/2023 12:20:39;SQL;070.230.0415-7;Rua Aragão, 953, Tucuruvi;02308001;R2h, R2h-1;30246-23-SP-CCE;Totalmente;245.38
1020.2023/0012608-6;Certificado de Conclusão;deferido;04/08/2023 15:45:43;SQL, SQL, SQL;042.008.0008-1, 042.008.0009-8, 042.008.0010-1;Rua Sena Madureira, 273, Vila Mariana, Rua Sena Madureira, 263, Vila Mariana, Rua Sena Madureira, 249, Vila Mariana;04021050, 04021050, 04021050;HMP;30250-23-SP-CCE;Totalmente;10742.55
1020.2023/0012782-1;Certificado de Conclusão;deferido;13/07/2023 13:27:00;SQL, SQL, SQL, SQL, SQL;068.564.0042-1, 068.564.0025-1, 068.564.0035-7, 068.564.0021-7, 068.564.0022-5;AV. ALVARO MACHADO PEDROSA, 756, TUCURUVI, AV. ALVARO MACHADO PEDROSA, 744, TUCURUVI, RUA JOSE DE ALBUQUERQUE, 43, TUCURUVI, RUA JOSE DE ALBUQUERQUE, 75, TUCURUVI, RUA JOSE DE ALBUQUERQUE, 73, TUCURUVI;02245000, 02245000, 02242080, 02242080, 02242080;R2v, R2v-3;30257-23-SP-CCE;Totalmente;24188.1
1020.2023/0012481-4;Certificado de Conclusão;deferido;15/08/2023 11:39:41;SQL;059.100.0078-0;Rua Piquinhu, 305, Vila Ré;03657010;HIS, HMP;30279-23-SP-CCE;Totalmente;1561.18
1020.2023/0012879-8;Certificado de Conclusão;deferido;31/07/2023 15:02:16;SQL;067.347.0053-4;PRAÇA CAMPINOPOLIS, 104, Vila Nivi;02252160;R2h, R2h-1;30283-23-SP-CCE;Totalmente;237.1
1020.2023/0012494-6;Certificado de Conclusão;deferido;11/08/2023 15:58:43;SQL;305.045.0015-2;RUA FRANCISCO GOYA, 45, VILA AMALIA;02618080;HIS, nR1, nR1-3, nR1-15;30286-23-SP-CCE;Totalmente;428.94
1020.2023/0012884-4;Certificado de Conclusão;deferido;31/07/2023 16:54:54;SQL, SQL, SQL, SQL;097.126.0025-4, 097.126.0026-2, 097.126.0027-0, 097.126.0051-3;AV IMPERATRIZ LEOPOLDINA, 1072, VILA LEOPOLDINA, AV IMPERATRIZ LEOPOLDINA, 1068, VILA LEOPOLDINA, AV IMPERATRIZ LEOPOLDINA, 1064, VILA LEOPOLDINA, R FROBEN,  77, VILA LEOPOLDINA;05305001, 05305001, 05305001, 05315010;R2v, R2v-2;30306-23-SP-CCE;Totalmente;17967.55
1020.2023/0012710-4;Certificado de Conclusão;deferido;13/12/2023 15:54:10;SQL;090.130.0008-8;Rua Arnaldo Magniccaro, 1251, Vila Gea;04691060;HIS;30323-23-SP-CCE;Totalmente;1310.1
1020.2023/0012889-5;Certificado de Conclusão;deferido;25/09/2023 12:07:23;SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL;013.041.0078-2, 013.041.0052-9, 013.041.0053-7, 013.041.0062-6, 013.041.0063-4, 013.041.0064-2, 013.041.0065-0, 013.041.0066-9, 013.041.0075-8, 013.041.0076-6, 013.041.0077-4, 013.041.0079-0, 013.041.0080-4, 013.041.0082-0, 013.041.0083-9, 013.041.0084-7, 013.041.0085-5, 013.041.0124-1, 013.041.0823-6, 013.041.0081-2;Rua João Moura, 512 - CS 2, Cerqueira Cesar, Rua Cristiano Viana, 293, Cerqueira Cesar, Rua Cristiano Viana, 297, Cerqueira Cesar, Rua Artur de Azevedo, 511, Cerqueira Cesar, Rua Artur de Azevedo, 517, Cerqueira Cesar, Rua Artur de Azevedo, 523, Cerqueira Cesar, Rua Artur de Azevedo, 527, Cerqueira Cesar, Rua Artur de Azevedo, 531, Cerqueira Cesar, Rua João Moura, 526, Cerqueira Cesar, Rua João Moura, 524, Cerqueira Cesar, Rua João Moura, 518, Cerqueira Cesar, Rua João Moura, 512 - CS1, Cerqueira Cesar, Rua João Moura, 508, Cerqueira Cesar, Rua João Moura, 498 - CS2, Cerqueira Cesar, Rua João Moura, 498 -CS 1, Cerqueira Cesar, Rua João Moura, 494, Cerqueira Cesar, Rua João Moura, 486, Cerqueira Cesar, Rua Cristiano Viana, 295, Cerqueira Cesar, Rua João Moura, 498, Cerqueira Cesar, Rua João Moura, 502, Cerqueira Cesar;05412001, 05411000, 05411000, 05404011, 05404011, 05404011, 05411000, 05404011, 05412001, 05412001, 05412001, 05412001, 05412001, 05412001, 05412001, 05412001, 05412001, 05411000, 05412001, 05412001;R2v, nR1, R2v-3, nR1-12, nR1-5, nR1-6;30324-23-SP-CCE;Parcialmente;9781.79
1020.2023/0012891-7;Certificado de Conclusão;deferido;22/11/2023 16:59:28;SQL;053.304.0057-0;R MAFALDA, 392, VILA FORMOSA;03377010;R2h, R2h-1;30326-23-SP-CCE;Totalmente;315.88
1020.2023/0013011-3;Certificado de Conclusão;deferido;25/07/2023 11:51:44;SQL;060.122.0026-9;Rua Goiapi, 121, Vila Anchieta;03609010;R2h, R2h-1;30346-23-SP-CCE;Totalmente;248.6
1020.2023/0012901-8;Certificado de Conclusão;deferido;26/07/2023 13:26:07;SQL;060.119.0004-6;Rua Maria Teresa Assunção, 591, Vila Anchieta;03609000;R2h, R2h-1;30354-23-SP-CCE;Totalmente;281.64
1020.2023/0012595-0;Certificado de Conclusão;deferido;10/07/2023 12:58:18;SQL, SQL;052.002.0023-7, 052.002.0022-9;RUA GREGORIO DE MATOS, 160, VILA REGENTE FEIJO, RUA GREGORIO DE MATOS, 166, VILA REGENTE FEIJO;03344020, 03344020;HIS;30360-23-SP-CCE;Totalmente;1346.31
1020.2023/0012902-6;Certificado de Conclusão;deferido;06/12/2023 11:39:15;SQL;078.225.0022-8;Rua Vicente Gioberti, 123, Lote 3 Quadra 2, Parque São Domingos;05122020;R2h, R2h-1;30363-23-SP-CCE;Totalmente;410.45
1020.2023/0013013-0;Certificado de Conclusão;deferido;25/08/2023 12:10:46;SQL;045.070.0001-7;AVENIDA INDIANÓPOLIS, 962, MOEMA;04062001;nR1, nR1-6;30367-23-SP-CCE;Totalmente;180.67
1020.2023/0013198-5;Certificado de Conclusão;deferido;31/07/2023 17:55:08;SQL;166.041.0006-4;RUA DOUTOR JOSE B DE BARROS, 08, lote 243 da quadra A1, JARDIM GERMANIA;05849360;R2h, R2h-1;30445-23-SP-CCE;Totalmente;243.36
1020.2023/0012831-3;Certificado de Conclusão;deferido;23/08/2023 13:51:54;SQL;111.093.0023-8;RUA HELVIO DE OLIVEIRA ALBUQUERQUE, 469, VILA SÃO FRANCISCO;03679010;HIS;30481-23-SP-CCE;Totalmente;562.68
1020.2023/0013189-6;Certificado de Conclusão;deferido;22/08/2023 13:50:43;SQL;071.514.0003-9;RUA ENÉIAS BASTOS E SOUZA, 124, JARDIM PICOLO;02436020;R2h, R2h-1;30502-23-SP-CCE;Totalmente;856.1
1020.2023/0013432-1;Certificado de Conclusão;deferido;17/07/2023 18:03:04;SQL;059.077.0032-7;RUA ALMÉRIA , 113, PENHA DE FRANÇA;03654000;R2h, R2h-1;30517-23-SP-CCE;Totalmente;355.47
1020.2023/0013568-9;Certificado de Conclusão;deferido;18/07/2023 18:45:46;SQL;076.258.0014-8;AV. DEPUTADO EMILIO CARLOS,  2495, 2497, LIMÃO;02721200;HIS;30544-23-SP-CCE;Totalmente;767.85
1020.2023/0013444-5;Certificado de Conclusão;deferido;25/07/2023 12:12:58;SQL;120.050.0025-5;Rua João Protezek, 52,56 E 60, Cupece;04652218;R2h, R2h-1;30546-23-SP-CCE;Totalmente;308.13
1020.2023/0013116-0;Certificado de Conclusão;deferido;15/08/2023 18:05:55;SQL, SQL;069.129.0144-1, 069.129.0145-1; Rua Augusto Tortorelo Araújo, 279, Jardim São Paulo(Zona Norte),  Rua Augusto Tortorelo Araújo, 287, Jardim São Paulo(Zona Norte);02040010, 02040010;HMP;30600-23-SP-CCE;Totalmente;971.69
1020.2023/0013263-9;Certificado de Conclusão;deferido;18/10/2023 17:37:02;SQL;152.127.0035-2;RUA DESEMBARGADOR SILVA PEREIRA, 205, JARDIM SANTA ADELIA;03970010;HIS;30624-23-SP-CCE;Totalmente;560.31
1020.2023/0013614-6;Certificado de Conclusão;deferido;07/11/2023 18:20:27;SQL;152.362.0020-1;RUA ANTONIO DE MORAIS, 119, LOTE 20 DA QUADRA 113, PARQUE SÃO RAFAEL;08311050;R2h, R2h-1;30628-23-SP-CCE;Totalmente;290.78
1020.2023/0013515-8;Certificado de Conclusão;deferido;21/07/2023 17:09:45;SQL, SQL;041.012.0262-1, 041.012.0016-5;Rua Afonso Braz, 550, Vila Nova Conceição, Rua Afonso Braz, , 550, Vila Nova Conceição;04511001, 04511001;nR1, nR1-6;30649-23-SP-CCE;Parcialmente;977.09
1020.2023/0013363-5;Certificado de Conclusão;deferido;27/07/2023 16:12:26;SQL;021.007.0352-8;Alameda Olga, 180 e 184;01155040;HIS, R2v, nR1, R2v-1, nR1-3;30664-23-SP-CCE;Totalmente;6905.53
1020.2023/0013907-2;Certificado de Conclusão;deferido;27/09/2023 17:05:46;SQL;078.181.0015-6;RUA SOLDADO JOÃO DE OLIVEIRA, 116, 114 E 110, CHÁCARA INGLESA;05140000;R2h, R2h-1;30676-23-SP-CCE;Totalmente;495.12
1020.2023/0013695-2;Certificado de Conclusão;deferido;09/11/2023 16:15:19;SQL;113.244.0009-8;RUA DANTON COELHO , 83, VILA MATILDE ;03558110;R2h, R2h-1;30710-23-SP-CCE;Totalmente;228.17
1020.2023/0013482-8;Certificado de Conclusão;deferido;17/08/2023 14:01:31;SQL;076.106.0057-1;Rua Dom Bento Pickel, 868, Casa Verde;02544000;HMP;30734-23-SP-CCE;Totalmente;568.08
1020.2023/0013638-3;Certificado de Conclusão;deferido;11/09/2023 13:55:01;SQL;030.014.0037-4;RUA SORIANO DE SOUSA, 92;03066020;HMP;30793-23-SP-CCE;Totalmente;5476.64
1020.2023/0013647-2;Certificado de Conclusão;deferido;22/09/2023 11:47:43;SQL;053.074.0029-2;R GAL  ARGOLO, 464, Vila Invernada;03350110;HIS;30802-23-SP-CCE;Totalmente;731.31
1020.2023/0014124-7;Certificado de Conclusão;deferido;22/08/2023 17:39:01;SQL, SQL;089.070.0033-6, 089.070.0033-6;RUA HELADE, 207, VILA SANTA CATARINA, RUA HELADE, 211, VILA SANTA CATARINA;04634000, 04634000;R2h, R2h-1;30823-23-SP-CCE;Totalmente;638.7
1020.2023/0013759-2;Certificado de Conclusão;deferido;23/08/2023 12:12:40;SQL, SQL, SQL;087.094.0062-1, 087.094.0045-1, 087.094.0046-1;Avenida Adolfo Pinheiro, 1303 e 1309, Santo Amaro, Avenida Santo Amaro, 7019, Santo Amaro, Avenida Santo Amaro, 7013, Santo Amaro;04733200, 04701200, 04701200;HMP;30831-23-SP-CCE;Totalmente;10680
1020.2023/0014231-6;Certificado de Conclusão;deferido;22/08/2023 13:16:32;SQL;069.112.0057-1;RUA AGENTE GOMES, 213, JD SÃO PAULO;02040090;R2h, R2h-1;30847-23-SP-CCE;Totalmente;296.7
1020.2023/0013843-2;Certificado de Conclusão;deferido;23/08/2023 14:35:02;SQL;111.271.0043-1;RUA TITO FRANCO DE ALMEIDA, 37, 41, PARQUE BOTURUSSU;03803030;HIS;30873-23-SP-CCE;Totalmente;850.12
1020.2023/0013854-8;Certificado de Conclusão;deferido;27/07/2023 20:22:17;SQL;066.320.0024-1;RUA ANTONIO EDUARDO, 71, JARDIM MODELO;02262050;HIS;30887-23-SP-CCE;Totalmente;468.25
1020.2023/0014132-8;Certificado de Conclusão;deferido;28/07/2023 13:11:44;SQL;013.031.0024-1;Rua Alves Guimarães, 187;05410000;R2v, nR1, R2v-2, nR1-3, nR1-12;30896-23-SP-CCE;Parcialmente;8870.1
1020.2023/0014233-2;Certificado de Conclusão;deferido;28/08/2023 17:30:38;SQL, SQL;034.006.0047-4, 034.006.0046-6;RUA DA INDEPENDENCIA, 303, CAMBUCI, RUA DA INDEPENDENCIA, 287, CAMBUCI;01524001, 01524001;nR1, nR1-3;30903-23-SP-CCE;Totalmente;749.8
1020.2023/0014221-9;Certificado de Conclusão;deferido;23/11/2023 14:28:36;SQL;043.176.0012-9;RUA AMERICO SAMARONE, 0, SEM NÚMERO, MOINHO VELHO;04284000;R2h, R2h-1;30929-23-SP-CCE;Totalmente;375.39
1020.2023/0014454-8;Certificado de Conclusão;deferido;09/11/2023 18:54:03;SQL;041.059.0106-0;RUA DIOGO JACOME, 821, UBERABINHA;04512001;nR1, nR1-6;30955-23-SP-CCE;Totalmente;176.18
1020.2023/0014072-0;Certificado de Conclusão;deferido;21/08/2023 18:20:38;SQL;144.008.0038-4;Rua Luiz de Almeida Fernandes, 57, Itaquera;08215430;HIS;30968-23-SP-CCE;Totalmente;931.01
1020.2023/0014143-3;Certificado de Conclusão;deferido;15/08/2023 19:19:10;SQL;067.184.0038-6;Travessa Fantasia do Lago, 05, Vila Mazzei;02309110;HIS;30991-23-SP-CCE;Totalmente;463.17
1020.2023/0014171-9;Certificado de Conclusão;deferido;23/08/2023 14:28:55;SQL;050.092.0011-2;RUA DO GRITO, 520, IPIRANGA;04217000;HIS;31005-23-SP-CCE;Totalmente;175.18
1020.2023/0014463-7;Certificado de Conclusão;deferido;09/10/2023 11:27:56;SQL;116.185.0021-9;PRAÇA SIMÕES DA CUNHA, 65, VL FORMOSA;03470070;R2h, R2h-1;31020-23-SP-CCE;Totalmente;318.61
1020.2023/0014179-4;Certificado de Conclusão;deferido;30/08/2023 17:57:25;SQL;057.266.0017-7;RUA ROSARIO DO SUL, 267, Jardim Maringá;03523030;HIS;31035-23-SP-CCE;Totalmente;915.04
1020.2023/0014808-0;Certificado de Conclusão;deferido;05/01/2024 16:00:00;SQL;159.060.0012-6;Rua Rosária Ana Barbosa, 94, Lote 27 Quadra M, Jardim Esther;05373000;R2h, R2h-1;31051-23-SP-CCE;Totalmente;248.99
1020.2023/0014249-9;Certificado de Conclusão;deferido;31/07/2023 14:49:22;SQL;069.030.0003-8;Rua Satuba, 21, 33, 35 e 37;02302050;HIS;31053-23-SP-CCE;Totalmente;3615.29
1020.2023/0014269-3;Certificado de Conclusão;deferido;02/08/2023 19:37:48;SQL;066.274.0020-0;RUA PADRE AGOSTINHO JORGE, Nº 43, VILA MEDEIROS;02216030;HIS;31082-23-SP-CCE;Totalmente;495.15
1020.2023/0014313-4;Certificado de Conclusão;deferido;17/08/2023 14:06:45;SQL;041.104.0002-3;ALAMEDA IRAE, 144, 154 E 164, INDIANOPOLIS;04075000;HMP, R2v, nR1, R2v-1, nR1-3, nR1-12;31086-23-SP-CCE;Totalmente;3781.1
1020.2023/0014447-5;Certificado de Conclusão;deferido;31/08/2023 20:11:43;SQL;059.066.0060-4;Rua Evans, 165, PENHA;03648020;HIS;31149-23-SP-CCE;Totalmente;656.54
1020.2023/0014474-2;Certificado de Conclusão;deferido;10/11/2023 11:44:51;SQL;061.082.0026-1;Rua Moliterno, 188, Penha de França;03642030;HIS, R2v, HMP, R2v-1;31169-23-SP-CCE;Totalmente;808.19
1020.2023/0014566-8;Certificado de Conclusão;deferido;27/10/2023 13:59:07;SQL;056.112.0019-2;Rua Nova Clélia, 89, Chácara Santo Antônio;03409000;HIS;31189-23-SP-CCE;Totalmente;482.95
1020.2023/0015126-9;Certificado de Conclusão;deferido;29/09/2023 12:06:52;SQL;029.072.0059-3;Rua Tobias Barreto, 812, 812, Mooca;03176000;R2v, R2v-2;31202-23-SP-CCE;Parcialmente;19561.56
1020.2023/0015026-2;Certificado de Conclusão;deferido;19/12/2023 17:29:38;SQL;060.166.0020-2;Rua Lourdes, 230, Vila São Geraldo;03607050;R2h, R2h-1;31203-23-SP-CCE;Totalmente;275.04
1020.2023/0014884-5;Certificado de Conclusão;deferido;29/08/2023 12:34:03;SQL, SQL, SQL, SQL;042.128.0005-5, 042.128.0006-3, 042.128.0007-1, 042.128.0008-1;Rua Loefgr'en, 1401, Vila Clementino, Rua Loefgreen, 1417, Vila Clementino, Rua Loefgreen, 1425, Vila Clementino, Rua Loefgreen, 1427, Vila Clementino;04040031, 04040031, 04040031, 04040031;R2v, nR1, R2v-2, nR1-3, nR1-12;31218-23-SP-CCE;Totalmente;8733.67
1020.2023/0014883-7;Certificado de Conclusão;deferido;28/08/2023 17:19:18;SQL;088.046.0293-7;Av. Vereador José Diniz, 599, Alto da Boa Vista;04603000;R2v, nR1, R2v-3, nR1-12, nR1-3;31225-23-SP-CCE;Totalmente;22751.64
1020.2023/0015030-0;Certificado de Conclusão;deferido;04/09/2023 13:25:36;SQL;016.118.0197-4;Rua João Cachoeira , 695/697, Vila Nova Conceição;04535012;nR1, nR1-6;31235-23-SP-CCE;Totalmente;84.28
1020.2023/0014671-0;Certificado de Conclusão;deferido;02/08/2023 20:06:47;SQL;068.434.0070-1;RUA VERONA, 182, VILA DOM PEDRO II;02243060;HIS;31236-23-SP-CCE;Totalmente;1038.65
1020.2023/0015038-6;Certificado de Conclusão;deferido;20/12/2023 14:59:50;SQL;087.423.0021-5;RUA DALVA DE OLIVEIRA , 33, JARDIM HELIOMAR;04728080;R2h, R2h-1;31250-23-SP-CCE;Totalmente;294.52
1020.2023/0014667-2;Certificado de Conclusão;deferido;30/08/2023 17:58:59;SQL;051.173.0039-4;R   DUAS BARRAS, 265, Vila Califórnia, Vila Califórnia;03212030;HIS;31258-23-SP-CCE;Totalmente;974.07
1020.2023/0015037-8;Certificado de Conclusão;deferido;20/12/2023 16:53:21;SQL;152.133.0016-1;Rua Ribeiro Duarte, 264, Jardim Santa Adelia;03972050;R2h, R2h-1;31275-23-SP-CCE;Totalmente;298.22
1020.2023/0014766-0;Certificado de Conclusão;deferido;23/08/2023 13:45:19;SQL;059.069.0049-7;Rua Otília, esq. c/ Rua Heloísa Penteado, 155, vila esperança;03649000;HMP;31281-23-SP-CCE;Totalmente;244.39
1020.2023/0015380-6;Certificado de Conclusão;deferido;12/10/2023 15:24:42;SQL;113.001.0008-6;RUA PALMEIRA DAS MISSÕES , 35, CIDADE PATRIARCA;03550060;R2h, R2h-1;31292-23-SP-CCE;Totalmente;231.04
1020.2023/0015482-9;Certificado de Conclusão;deferido;17/10/2023 21:02:44;SQL;187.058.0025-1; Rua Bem Aceito, 62, Casa, Perus;05201170;R2h, R2h-1;31294-23-SP-CCE;Totalmente;256.92
1020.2023/0015325-3;Certificado de Conclusão;deferido;26/09/2023 17:26:51;SQL;198.020.0005-0;Aiamopo Lobo, 305, Parque Casa de Pedra;02320140;HMP;31319-23-SP-CCE;Totalmente;557.48
1020.2023/0015141-2;Certificado de Conclusão;deferido;16/11/2023 15:25:45;SQL;118.253.0005-3;PADRE BRUNO RICCO, 237, PARQUE SÃO LUCAS;03238050;R2h, R2h-1;31321-23-SP-CCE;Totalmente;327.81
1020.2023/0015140-4;Certificado de Conclusão;deferido;07/12/2023 10:40:06;SQL;088.158.0078-6;RUA PADRE CHICO , 216, VILA SOFIA;04747090;R2h, R2h-1;31336-23-SP-CCE;Totalmente;333.7
1020.2023/0015145-5;Certificado de Conclusão;deferido;27/10/2023 17:13:49;SQL;051.090.0052-2;RUA DOS JUNQUILHOS, 412, VILA TONY;03204040;R2h, R2h-1;31347-23-SP-CCE;Totalmente;302.42
