sql;n_processo;n_protocolo;assunto;situacao;competencia;unidade_administrativa;sq
035.044.0001-3;2019-0.044.695-9;35811-19;Alvará de Aprovação de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.044
035.044.0001-3;2019-0.045.140-5;36937-19;Alvará de Execução de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.044
035.044.0001-3;2019-0.045.140-5;36937-19;Alvará de Execução de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.044
035.044.0001-3;2019-0.044.695-9;35811-19;Alvará de Aprovação de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.044
035.044.0002-1;2019-0.044.695-9;35811-19;Alvará de Aprovação de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.044
035.044.0002-1;2019-0.045.140-5;36937-19;Alvará de Execução de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.044
035.044.0002-1;2019-0.045.140-5;36937-19;Alvará de Execução de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.044
035.044.0002-1;2019-0.044.695-9;35811-19;Alvará de Aprovação de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.044
035.046.0023-3;2019-0.007.598-5;1860-19;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.046
035.046.0042-1;2019-0.041.267-1;28983-19;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.046
035.046.0045-4;2019-0.041.210-8;29237-19;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.046
035.046.0047-0;2019-0.041.209-4;29225-19;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.046
035.046.0048-9;2019-0.040.205-6;27449-19;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.046
035.046.0049-7;2019-0.041.266-3;28986-19;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.046
035.077.0030-1;2019-0.044.168-0;34918-19;Alvará de Execução de Demolição;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.077
035.077.0030-1;2019-0.044.168-0;34918-19;Alvará de Execução de Demolição;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.077
040.005.0017-1;2019-0.033.481-6;14619-19;Alvará de Execução de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.005
040.005.0017-1;2019-0.032.022-0;13169-19;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;040.005
040.005.0017-1;2019-0.033.481-6;14619-19;Alvará de Execução de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.005
040.005.0017-1;2019-0.032.022-0;13169-19;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;040.005
040.034.0014-3;2019-0.017.374-0;6561-19;Certificado de Conclusão;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.034
040.034.0015-1;2019-0.033.662-2;14442-19;Alvará de Execução de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.034
040.034.0015-1;2019-0.026.858-9;8799-19;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;040.034
040.034.0015-1;2019-0.033.662-2;14442-19;Alvará de Execução de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.034
040.034.0015-1;2019-0.026.858-9;8799-19;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;040.034
040.050.0003-7;2020-0.000.105-6;41990-19;Alvará de Execução de Reforma;Em Análise;SMPR;Prefeitura Regional Ipiranga;040.050
040.050.0003-7;2019-0.047.530-4;41442-19;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;040.050
040.056.0004-2;2019-0.046.931-2;40492-19;Alvará de Aprovação de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0004-2;2019-0.047.548-7;41395-19;Alvará de Execução de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0004-2;2019-0.047.549-5;41433-19;Alvará de Remembramento de Lote;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0004-2;2019-0.047.548-7;41395-19;Alvará de Execução de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0004-2;2019-0.046.931-2;40492-19;Alvará de Aprovação de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0004-2;2019-0.047.549-5;41433-19;Alvará de Remembramento de Lote;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0005-0;2019-0.046.931-2;40492-19;Alvará de Aprovação de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0005-0;2019-0.047.548-7;41395-19;Alvará de Execução de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0005-0;2019-0.047.549-5;41433-19;Alvará de Remembramento de Lote;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0005-0;2019-0.047.548-7;41395-19;Alvará de Execução de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0005-0;2019-0.046.931-2;40492-19;Alvará de Aprovação de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0005-0;2019-0.047.549-5;41433-19;Alvará de Remembramento de Lote;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0013-1;2019-0.046.562-7;38966-19;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0013-1;2019-0.047.053-1;40316-19;Alvará de Execução de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0013-1;2019-0.047.053-1;40316-19;Alvará de Execução de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0013-1;2019-0.046.562-7;38966-19;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;040.056
040.097.0001-7;2015-0.211.397-6;36811-19;Alvará de Execução de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.097
040.107.0024-6;2019-0.042.644-3;31886-19;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido;SMUL;GTEL;040.107
040.107.0024-6;2019-0.042.644-3;31886-19;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido;SMUL;GTEL;040.107
040.211.0003-2;2018-0.042.986-6;5690-19;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0003-2;2018-0.042.986-6;5690-19;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0014-8;2019-0.043.536-1;33530-19;Alvará de Execução de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0014-8;2019-0.036.636-0;20803-19;Alvará de Aprovação de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0014-8;2019-0.043.536-1;33530-19;Alvará de Execução de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0014-8;2019-0.036.636-0;20803-19;Alvará de Aprovação de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0019-9;2020-0.000.234-6;42039-19;Alvará de Aprovação de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0019-9;2020-0.000.234-6;42039-19;Alvará de Aprovação de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0039-3;2018-0.042.986-6;5690-19;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0039-3;2018-0.042.986-6;5690-19;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0040-7;2018-0.042.986-6;5690-19;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0040-7;2018-0.042.986-6;5690-19;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
043.033.0014-4;2016-0.273.429-8;22925-19;Alvará de Aprovação de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;043.033
043.033.0014-4;2016-0.273.429-8;22925-19;Alvará de Aprovação de Edificação Nova;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;043.033
035.015.0013-0;2020-0.005.028-6;11789-20;Alvará de Execução de Reforma;Em Análise;SMPR;Prefeitura Regional Ipiranga;035.015
035.015.0013-0;2020-0.004.876-1;10535-20;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;035.015
035.015.0013-0;2020-0.004.876-1;10535-20;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;035.015
035.046.0046-2;2020-0.006.314-0;15552-20;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.046
035.062.0003-8;2020-0.000.809-3;1592-20;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;035.062
035.062.0003-8;2020-0.001.636-3;3257-20;Alvará de Execução de Reforma;Em Comunique-se;SMPR;Prefeitura Regional Ipiranga;035.062
035.062.0003-8;2020-0.001.636-3;3257-20;Alvará de Execução de Reforma;Em Comunique-se;SMPR;Prefeitura Regional Ipiranga;035.062
035.065.0007-4;2018-0.081.037-3;899-20;Alvará de Aprovação de Reforma;Cancelado;;;035.065
035.065.0023-6;2020-0.008.560-8;21352-20;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;035.065
035.065.0023-6;2020-0.008.560-8;21352-20;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;035.065
035.077.0030-1;2020-0.001.350-0;2397-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.077
035.077.0030-1;2020-0.001.350-0;2397-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.077
040.005.0017-1;2019-0.032.022-0;9764-20;Alvará de Aprovação de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.005
040.005.0017-1;2019-0.032.022-0;9764-20;Alvará de Aprovação de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.005
040.020.0011-7;2020-0.009.724-0;24054-20;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido;SMUL;GTEL;040.020
040.020.0011-7;2020-0.009.724-0;24054-20;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido;SMUL;GTEL;040.020
040.034.0015-1;2019-0.026.858-9;25296-20;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.034
040.034.0015-1;2019-0.026.858-9;25296-20;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.034
040.036.0001-0;2020-0.011.403-9;26689-20;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.036
040.051.0004-1;2020-0.001.731-9;1681-20;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.051
040.051.0004-1;2020-0.003.526-0;7869-20;Alvará de Execução de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.051
040.056.0013-1;2019-0.046.562-7;17607-20;Alvará de Aprovação de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0013-1;2020-0.012.998-2;32613-20;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0013-1;2020-0.013.769-1;35584-20;Alvará de Execução de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0013-1;2020-0.012.998-2;32613-20;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0013-1;2020-0.013.769-1;35584-20;Alvará de Execução de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0013-1;2019-0.046.562-7;17607-20;Alvará de Aprovação de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.096.0031-4;2020-0.000.721-6;1200-20;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.096
040.107.0024-6;2019-0.042.644-3;728-20;Alvará de Aprovação e Execução para Residência Unifamiliar;Cancelado;;;040.107
040.107.0024-6;2020-0.001.810-2;2571-20;Alvará de Aprovação de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.107
040.107.0024-6;2020-0.001.810-2;2571-20;Alvará de Aprovação de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.107
040.127.0070-7;2020-0.013.668-7;35288-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.127
040.127.0070-7;2020-0.013.668-7;35288-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.127
040.127.0071-5;2020-0.013.668-7;35288-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.127
040.127.0071-5;2020-0.013.668-7;35288-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.127
040.127.0072-3;2020-0.013.668-7;35288-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.127
040.127.0072-3;2020-0.013.668-7;35288-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.127
040.127.0073-1;2020-0.013.668-7;35288-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.127
040.127.0073-1;2020-0.013.668-7;35288-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.127
040.127.0074-1;2020-0.013.668-7;35288-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.127
040.127.0074-1;2020-0.013.668-7;35288-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.127
040.127.0075-8;2020-0.013.668-7;35288-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.127
040.127.0075-8;2020-0.013.668-7;35288-20;Alvará de Execução de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.127
040.194.0022-9;2020-0.003.291-1;6701-20;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido;SMUL;GTEL;040.194
040.194.0022-9;2020-0.003.291-1;11356-20;Alvará de Aprovação e Execução para Residência Unifamiliar;Deferido - Encerrado;SMUL;GTEL;040.194
040.194.0022-9;2020-0.003.291-1;6701-20;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido;SMUL;GTEL;040.194
040.194.0022-9;2020-0.003.291-1;11356-20;Alvará de Aprovação e Execução para Residência Unifamiliar;Deferido - Encerrado;SMUL;GTEL;040.194
040.211.0019-9;2020-0.011.463-2;39491-20;Alvará de Aprovação de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0019-9;2020-0.000.723-2;1147-20;Alvará de Execução de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0019-9;2020-0.011.463-2;27677-20;Alvará de Aprovação de Edificação Nova;Indeferido;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0019-9;2020-0.000.718-6;149-20;Alvará de Desmembramento de Lote;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0019-9;2020-0.000.723-2;1147-20;Alvará de Execução de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0019-9;2020-0.011.463-2;27677-20;Alvará de Aprovação de Edificação Nova;Indeferido;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0019-9;2020-0.011.463-2;39491-20;Alvará de Aprovação de Edificação Nova;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
040.211.0019-9;2020-0.000.718-6;149-20;Alvará de Desmembramento de Lote;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.211
043.033.0007-1;2020-0.013.170-7;33719-20;Alvará de Execução de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;043.033
043.033.0007-1;2020-0.012.631-2;32255-20;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;043.033
043.033.0007-1;2020-0.012.631-2;32255-20;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;043.033
035.029.0075-2;2021-0.007.874-3;28952-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido - Encerrado;SMUL;GTEL;035.029
035.029.0075-2;2021-0.007.874-3;28952-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido - Encerrado;SMUL;GTEL;035.029
035.044.0001-3;2021-0.000.574-6;983-21;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.044
035.044.0001-3;2021-0.000.579-7;1052-21;Alvará de Execução de Demolição;Indeferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0001-3;2021-0.002.537-2;6276-21;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;Processo Eletrônico;035.044
035.044.0001-3;2021-0.003.304-9;8401-21;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0001-3;2021-0.003.309-0;9357-21;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0001-3;2021-0.000.672-6;1448-21;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMPR;Prefeitura Regional Sé;035.044
035.044.0001-3;2021-0.004.368-0;12109-21;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0001-3;2021-0.004.319-2;13994-21;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0001-3;2021-0.000.579-7;1052-21;Alvará de Execução de Demolição;Indeferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0002-1;2021-0.000.574-6;983-21;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.044
035.044.0002-1;2021-0.000.579-7;1052-21;Alvará de Execução de Demolição;Indeferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0002-1;2021-0.002.537-2;6276-21;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;Processo Eletrônico;035.044
035.044.0002-1;2021-0.003.304-9;8401-21;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0002-1;2021-0.003.309-0;9357-21;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0002-1;2021-0.000.672-6;1448-21;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMPR;Prefeitura Regional Sé;035.044
035.044.0002-1;2021-0.004.368-0;12109-21;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0002-1;2021-0.004.319-2;13994-21;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0002-1;2021-0.000.579-7;1052-21;Alvará de Execução de Demolição;Indeferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.065.0023-6;2020-0.008.560-8;12944-21;Alvará de Aprovação de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.065
035.065.0023-6;2020-0.008.560-8;12944-21;Alvará de Aprovação de Reforma;Indeferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.065
035.077.0030-1;2021-0.000.988-1;2460-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido;SMUL;GTEL;035.077
035.077.0030-1;2021-0.000.988-1;19965-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido - Encerrado;SMUL;GTEL;035.077
035.077.0030-1;2021-0.000.988-1;2460-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido;SMUL;GTEL;035.077
035.077.0030-1;2021-0.000.988-1;19965-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido - Encerrado;SMUL;GTEL;035.077
040.020.0011-7;2020-0.009.724-0;40188-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Em Análise;SMUL;GTEL;040.020
040.020.0011-7;2020-0.009.724-0;40188-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Em Análise;SMUL;GTEL;040.020
040.034.0028-3;2022-0.005.382-3;39392-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido;SMUL;GTEL;040.034
040.034.0028-3;2022-0.005.382-3;39392-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido;SMUL;GTEL;040.034
040.050.0003-7;2019-0.047.530-4;32718-21;Alvará de Aprovação de Reforma;Cancelado;;;040.050
040.056.0010-7;2021-0.007.336-9;27121-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido;SMUL;GTEL;040.056
040.056.0010-7;2021-0.007.336-9;40055-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Deferido - Encerrado;SMUL;GTEL;040.056
040.056.0010-7;2021-0.007.336-9;40055-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Deferido - Encerrado;SMUL;GTEL;040.056
040.056.0010-7;2021-0.007.336-9;27121-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido;SMUL;GTEL;040.056
040.056.0013-1;2020-0.012.998-2;14568-21;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.056.0013-1;2020-0.012.998-2;14568-21;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.056
040.095.0028-1;2021-0.002.016-8;5105-21;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.095
040.105.0030-1;2021-0.009.792-6;34837-21;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMUL;COMIN-GTEA;040.105
040.141.0047-2;2021-0.001.264-5;3252-21;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;040.141
040.141.0047-2;2021-0.001.732-9;4339-21;Alvará de Aprovação de Reforma;Em Análise;SMUL;COMIN-GTEA;040.141
040.141.0047-2;2021-0.002.151-2;5348-21;Alvará de Execução de Reforma;Em Análise;SMUL;COMIN-GTEA;040.141
040.141.0047-2;2021-0.001.732-9;4339-21;Alvará de Aprovação de Reforma;Em Análise;SMUL;COMIN-GTEA;040.141
040.199.0007-8;2021-0.004.739-2;14967-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido - Encerrado;SMUL;GTEL;040.199
040.199.0007-8;2021-0.004.739-2;14967-21;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido - Encerrado;SMUL;GTEL;040.199
040.211.0019-9;2021-0.007.479-9;28111-21;Certificado de Conclusão;Deferido - Encerrado;SMUL;COMIN-GTEA;040.211
035.015.0013-0;2020-0.004.876-1;13286-22;Alvará de Aprovação de Reforma;Em Análise;SMPR;Prefeitura Regional Ipiranga;035.015
035.015.0013-0;2020-0.004.876-1;13286-22;Alvará de Aprovação de Reforma;Em Análise;SMPR;Prefeitura Regional Ipiranga;035.015
035.017.0061-1;2022-0.027.401-3;14843-22;Alvará de Execução de Demolição;Deferido - Encerrado;SMUL;COMIN-GTEA;035.017
035.017.0061-1;2022-0.027.401-3;14843-22;Alvará de Execução de Demolição;Deferido - Encerrado;SMUL;COMIN-GTEA;035.017
035.017.0097-0;2022-0.027.401-3;14843-22;Alvará de Execução de Demolição;Deferido - Encerrado;SMUL;COMIN-GTEA;035.017
035.029.0075-2;2022-0.019.507-5;5634-22;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido - Encerrado;SMUL;GTEL;035.029
035.029.0075-2;2022-0.019.507-5;5634-22;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido - Encerrado;SMUL;GTEL;035.029
035.044.0225-3;2022-0.026.643-6;13070-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.027.421-8;14822-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.027.831-0;16617-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.027.825-6;16658-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.030.431-1;23789-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.030.770-1;24009-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.034.245-0;33120-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.034.548-4;33725-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.034.574-3;33786-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.035.042-9;35209-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
