processo;despacho;contagem_dispatched;contagem_dom
1020.2022/0017118-7;Despacho deferido;1;correto
1020.2022/0017119-5;Despacho deferido;1;correto
1020.2022/0017120-9;Despacho deferido;1;correto
1020.2022/0017121-7;Despacho deferido;1;correto
1020.2022/0017122-5;Despacho deferido;1;correto
1020.2022/0017123-3;Despacho deferido;1;correto
1020.2022/0017125-0;Despacho deferido;1;correto
1020.2022/0017126-8;Despacho deferido;1;correto
1020.2022/0017130-6;Despacho deferido;1;correto
1020.2022/0017132-2;Despacho deferido;1;correto
1020.2022/0017133-0;Despacho deferido;1;correto
1020.2022/0017151-9;Despacho deferido;1;correto
1020.2022/0017137-3;Despacho deferido;1;correto
1020.2022/0017138-1;Despacho deferido;1;correto
1020.2022/0017139-0;Despacho deferido;1;correto
1020.2022/0017141-1;Despacho deferido;1;correto
1020.2022/0017142-0;Despacho deferido;1;correto
1020.2022/0017143-8;Despacho deferido;1;correto
1020.2022/0017144-6;Despacho deferido;1;correto
1020.2022/0017145-4;Despacho deferido;1;correto
1020.2022/0017146-2;Despacho deferido;1;correto
1020.2022/0017147-0;Despacho deferido;1;correto
1020.2022/0017148-9;Despacho deferido;1;correto
1020.2022/0017149-7;Despacho deferido;1;correto
1020.2022/0017150-0;Despacho deferido;1;correto
1020.2022/0017052-0;Despacho deferido;1;correto
1020.2022/0017050-4;Despacho deferido;1;correto
1020.2022/0017049-0;Despacho deferido;1;correto
1020.2022/0016869-0;Despacho deferido;1;correto
1020.2022/0016873-9;Despacho deferido;1;correto
1020.2022/0016877-1;Despacho deferido;1;correto
1020.2022/0016880-1;Despacho deferido;1;correto
1020.2022/0016881-0;Despacho deferido;1;correto
1020.2022/0016882-8;Despacho deferido;1;correto
1020.2022/0016883-6;Despacho deferido;1;correto
1020.2022/0016886-0;Despacho deferido;1;correto
1020.2022/0016887-9;Despacho deferido;1;correto
1020.2022/0016888-7;Despacho deferido;1;correto
1020.2022/0016889-5;Despacho deferido;1;correto
1020.2022/0016891-7;Despacho deferido;1;correto
1020.2022/0016893-3;Despacho deferido;1;correto
1020.2022/0016896-8;Despacho deferido;1;correto
1020.2022/0016898-4;Despacho deferido;1;correto
1020.2022/0016901-8;Despacho deferido;1;correto
1020.2022/0016902-6;Despacho deferido;1;correto
1020.2022/0016905-0;Despacho deferido;1;correto
1020.2022/0016908-5;Despacho deferido;1;correto
1020.2022/0016910-7;Despacho deferido;1;correto
1020.2022/0016911-5;Despacho deferido;1;correto
1020.2022/0016867-4;Despacho deferido;1;correto
1020.2022/0016830-5;Despacho deferido;1;correto
1020.2022/0016809-7;Despacho deferido;1;correto
1020.2022/0016811-9;Despacho deferido;1;correto
1020.2022/0016812-7;Despacho deferido;1;correto
1020.2022/0016815-1;Despacho deferido;1;correto
1020.2022/0016819-4;Despacho deferido;1;correto
1020.2022/0016820-8;Despacho deferido;1;correto
1020.2022/0016826-7;Despacho deferido;1;correto
1020.2022/0016827-5;Despacho deferido;1;correto
1020.2022/0016828-3;Despacho deferido;1;correto
1020.2022/0016829-1;Despacho deferido;1;correto
1020.2022/0016835-6;Despacho deferido;1;correto
1020.2022/0016865-8;Despacho deferido;1;correto
1020.2022/0016837-2;Despacho deferido;1;correto
1020.2022/0016839-9;Despacho deferido;1;correto
1020.2022/0016841-0;Despacho deferido;1;inexistente
1020.2022/0016845-3;Despacho deferido;1;correto
1020.2022/0016849-6;Despacho deferido;1;correto
1020.2022/0016850-0;Despacho deferido;1;correto
1020.2022/0016855-0;Despacho deferido;1;correto
1020.2022/0016861-5;Despacho deferido;1;correto
1020.2022/0016862-3;Despacho deferido;1;correto
1020.2022/0016916-6;Despacho deferido;1;correto
1020.2022/0017034-2;Despacho deferido;1;correto
1020.2022/0016985-9;Despacho deferido;1;correto
1020.2022/0016986-7;Despacho deferido;1;correto
1020.2022/0016987-5;Despacho deferido;1;correto
1020.2022/0016988-3;Despacho deferido;1;correto
1020.2022/0017026-1;Despacho deferido;1;correto
1020.2022/0017027-0;Despacho deferido;1;correto
1020.2022/0017028-8;Despacho deferido;1;correto
1020.2022/0017029-6;Despacho deferido;1;correto
1020.2022/0017030-0;Despacho deferido;1;correto
1020.2022/0017031-8;Despacho deferido;1;correto
1020.2022/0017032-6;Despacho deferido;1;correto
1020.2022/0017033-4;Despacho deferido;1;correto
1020.2022/0017035-0;Despacho deferido;1;correto
1020.2022/0016983-2;Despacho deferido;1;correto
1020.2022/0017036-9;Despacho deferido;1;correto
1020.2022/0017037-7;Despacho deferido;1;correto
1020.2022/0017038-5;Despacho deferido;1;correto
1020.2022/0017039-3;Despacho deferido;1;correto
1020.2022/0017040-7;Despacho deferido;1;correto
1020.2022/0017041-5;Despacho deferido;1;correto
1020.2022/0017042-3;Despacho deferido;1;correto
1020.2022/0017043-1;Despacho deferido;1;correto
1020.2022/0017044-0;Despacho deferido;1;correto
1020.2022/0017045-8;Despacho deferido;1;correto
1020.2022/0017046-6;Despacho deferido;1;correto
1020.2022/0017047-4;Despacho deferido;1;correto
1020.2022/0017048-2;Despacho deferido;1;correto
1020.2022/0016982-4;Despacho deferido;1;correto
1020.2022/0016917-4;Despacho deferido;1;correto
1020.2022/0016936-0;Despacho deferido;1;correto
1020.2022/0016919-0;Despacho deferido;1;correto
1020.2022/0016920-4;Despacho deferido;1;correto
1020.2022/0016921-2;Despacho deferido;1;correto
1020.2022/0016923-9;Despacho deferido;1;correto
1020.2022/0016925-5;Despacho deferido;1;correto
1020.2022/0016928-0;Despacho deferido;1;correto
1020.2022/0016929-8;Despacho deferido;1;correto
1020.2022/0016930-1;Despacho deferido;1;correto
1020.2022/0016931-0;Despacho deferido;1;correto
1020.2022/0016933-6;Despacho deferido;1;correto
1020.2022/0016935-2;Despacho deferido;1;correto
1020.2022/0016939-5;Despacho deferido;1;correto
1020.2022/0016940-9;Despacho deferido;1;correto
1020.2022/0016941-7;Despacho deferido;1;correto
1020.2022/0016942-5;Despacho deferido;1;correto
1020.2022/0016943-3;Despacho deferido;1;correto
1020.2022/0016944-1;Despacho deferido;1;correto
1020.2022/0016945-0;Despacho deferido;1;correto
1020.2022/0016946-8;Despacho deferido;1;correto
1020.2022/0016947-6;Despacho deferido;1;correto
1020.2022/0016950-6;Despacho deferido;1;correto
1020.2022/0016959-0;Despacho deferido;1;correto
1020.2022/0016960-3;Despacho deferido;1;correto
1020.2022/0017184-5;Despacho deferido;1;correto
1020.2022/0017185-3;Despacho deferido;1;correto
1020.2022/0017186-1;Despacho deferido;1;correto
1020.2022/0017187-0;Despacho deferido;1;correto
1020.2022/0017472-0;Despacho deferido;1;correto
1020.2022/0017473-9;Despacho deferido;1;correto
1020.2022/0017474-7;Despacho deferido;1;correto
1020.2022/0017475-5;Despacho deferido;1;correto
1020.2022/0017476-3;Despacho deferido;1;correto
1020.2022/0017477-1;Despacho deferido;1;correto
1020.2022/0017478-0;Despacho deferido;1;correto
1020.2022/0017479-8;Despacho deferido;1;correto
1020.2022/0017480-1;Despacho deferido;1;correto
1020.2022/0017481-0;Despacho deferido;1;correto
1020.2022/0017482-8;Despacho deferido;1;correto
1020.2022/0017483-6;Despacho deferido;1;correto
1020.2022/0017484-4;Despacho deferido;1;correto
1020.2022/0017485-2;Despacho deferido;1;correto
1020.2022/0017486-0;Despacho deferido;1;correto
1020.2022/0017487-9;Despacho deferido;1;correto
1020.2022/0017488-7;Despacho deferido;1;correto
1020.2022/0017489-5;Despacho deferido;1;correto
1020.2022/0017490-9;Despacho deferido;1;correto
1020.2022/0017491-7;Despacho deferido;1;correto
1020.2022/0017492-5;Despacho deferido;1;correto
1020.2022/0017493-3;Despacho deferido;1;correto
1020.2022/0017497-6;Despacho deferido;1;correto
1020.2022/0017504-2;Despacho deferido;1;correto
1020.2022/0017505-0;Despacho deferido;1;correto
1020.2022/0017471-2;Despacho deferido;1;correto
1020.2022/0017470-4;Despacho deferido;1;correto
1020.2022/0017469-0;Despacho deferido;1;correto
1020.2022/0017396-1;Despacho deferido;1;correto
1020.2022/0017377-5;Despacho deferido;1;correto
1020.2022/0017381-3;Despacho deferido;1;correto
1020.2022/0017382-1;Despacho deferido;1;correto
1020.2022/0017383-0;Despacho deferido;1;correto
1020.2022/0017384-8;Despacho deferido;1;correto
1020.2022/0017385-6;Despacho deferido;1;correto
1020.2022/0017386-4;Despacho deferido;1;correto
1020.2022/0017387-2;Despacho deferido;1;correto
1020.2022/0017394-5;Despacho deferido;1;correto
1020.2022/0017468-2;Despacho deferido;1;correto
1020.2022/0017399-6;Despacho deferido;1;correto
1020.2022/0017406-2;Despacho deferido;1;correto
1020.2022/0017407-0;Despacho deferido;1;correto
1020.2022/0017408-9;Despacho deferido;1;correto
1020.2022/0017412-7;Despacho deferido;1;correto
1020.2022/0017414-3;Despacho deferido;1;correto
1020.2022/0017506-9;Despacho deferido;1;correto
1020.2022/0017510-7;Despacho deferido;1;correto
1020.2022/0017605-7;Despacho deferido;1;correto
1020.2022/0017591-3;Despacho deferido;1;correto
1020.2022/0017592-1;Despacho deferido;1;correto
1020.2022/0017593-0;Despacho deferido;1;correto
1020.2022/0017594-8;Despacho deferido;1;correto
1020.2022/0017595-6;Despacho deferido;1;correto
1020.2022/0017596-4;Despacho deferido;1;correto
1020.2022/0017597-2;Despacho deferido;1;correto
1020.2022/0017598-0;Despacho deferido;1;correto
1020.2022/0017600-6;Despacho deferido;1;correto
1020.2022/0017601-4;Despacho deferido;1;correto
1020.2022/0017602-2;Despacho deferido;1;correto
1020.2022/0017603-0;Despacho deferido;1;correto
1020.2022/0017604-9;Despacho deferido;1;correto
1020.2022/0017606-5;Despacho deferido;1;correto
1020.2022/0017589-1;Despacho deferido;1;correto
1020.2022/0017608-1;Despacho deferido;1;correto
1020.2022/0017609-0;Despacho deferido;1;correto
1020.2022/0017610-3;Despacho deferido;1;correto
1020.2022/0017611-1;Despacho deferido;1;correto
1020.2022/0017612-0;Despacho deferido;1;correto
1020.2022/0017613-8;Despacho deferido;1;correto
1020.2022/0017615-4;Despacho deferido;1;correto
1020.2022/0017616-2;Despacho deferido;1;correto
1020.2022/0017617-0;Despacho deferido;1;correto
1020.2022/0017618-9;Despacho deferido;1;correto
1020.2022/0017619-7;Despacho deferido;1;correto
1020.2022/0017620-0;Despacho deferido;1;correto
1020.2022/0017621-9;Despacho deferido;1;inexistente
1020.2022/0017590-5;Despacho deferido;1;correto
1020.2022/0017588-3;Despacho deferido;1;correto
1020.2022/0017534-4;Despacho deferido;1;correto
1020.2022/0017515-8;Despacho deferido;1;correto
1020.2022/0017518-2;Despacho deferido;1;correto
1020.2022/0017523-9;Despacho deferido;1;inexistente
1020.2022/0017524-7;Despacho deferido;1;correto
1020.2022/0017525-5;Despacho deferido;1;inexistente
1020.2022/0017528-0;Despacho deferido;1;correto
1020.2022/0017529-8;Despacho deferido;1;correto
1020.2022/0017532-8;Despacho deferido;1;correto
1020.2022/0017537-9;Despacho deferido;1;correto
1020.2022/0017587-5;Despacho deferido;1;correto
1020.2022/0017538-7;Despacho deferido;1;correto
1020.2022/0017541-7;Despacho deferido;1;correto
1020.2022/0017545-0;Despacho deferido;1;correto
1020.2022/0017549-2;Despacho deferido;1;correto
1020.2022/0017550-6;Despacho deferido;1;correto
1020.2022/0017585-9;Despacho deferido;1;correto
1020.2022/0017586-7;Despacho deferido;1;correto
1020.2022/0017375-9;Despacho deferido;1;correto
1020.2022/0017374-0;Despacho deferido;1;correto
1020.2022/0017371-6;Despacho deferido;1;correto
1020.2022/0017233-7;Despacho deferido;1;correto
1020.2022/0017220-5;Despacho deferido;1;correto
1020.2022/0017221-3;Despacho deferido;1;correto
1020.2022/0017222-1;Despacho deferido;1;correto
1020.2022/0017223-0;Despacho deferido;1;correto
1020.2022/0017224-8;Despacho deferido;1;correto
1020.2022/0017225-6;Despacho deferido;1;correto
1020.2022/0017226-4;Despacho deferido;1;correto
1020.2022/0017227-2;Despacho deferido;1;correto
1020.2022/0017228-0;Despacho deferido;1;correto
1020.2022/0017229-9;Despacho deferido;1;correto
1020.2022/0017230-2;Despacho deferido;1;correto
1020.2022/0017231-0;Despacho deferido;1;correto
1020.2022/0017232-9;Despacho deferido;1;correto
1020.2022/0017234-5;Despacho deferido;1;correto
1020.2022/0017218-3;Despacho deferido;1;correto
1020.2022/0017235-3;Despacho deferido;1;correto
1020.2022/0017236-1;Despacho deferido;1;correto
1020.2022/0017237-0;Despacho deferido;1;correto
1020.2022/0017238-8;Despacho deferido;1;correto
1020.2022/0017239-6;Despacho deferido;1;correto
1020.2022/0017240-0;Despacho deferido;1;correto
1020.2022/0017242-6;Despacho deferido;1;correto
1020.2022/0017243-4;Despacho deferido;1;correto
1020.2022/0017244-2;Despacho deferido;1;correto
1020.2022/0017245-0;Despacho deferido;1;correto
1020.2022/0017246-9;Despacho deferido;1;correto
1020.2022/0017247-7;Despacho deferido;1;correto
1020.2022/0017248-5;Despacho deferido;1;correto
1020.2022/0017219-1;Despacho deferido;1;correto
1020.2022/0017217-5;Despacho deferido;1;correto
1020.2022/0017250-7;Despacho deferido;1;correto
1020.2022/0017201-9;Despacho deferido;1;correto
1020.2022/0017188-8;Despacho deferido;1;correto
1020.2022/0017189-6;Despacho deferido;1;correto
1020.2022/0017190-0;Despacho deferido;1;correto
1020.2022/0017191-8;Despacho deferido;1;correto
1020.2022/0017192-6;Despacho deferido;1;correto
1020.2022/0017193-4;Despacho deferido;1;correto
1020.2022/0017194-2;Despacho deferido;1;correto
1020.2022/0017196-9;Despacho deferido;1;correto
1020.2022/0017197-7;Despacho deferido;1;correto
1020.2022/0017198-5;Despacho deferido;1;correto
1020.2022/0017199-3;Despacho deferido;1;correto
1020.2022/0017200-0;Despacho deferido;1;correto
1020.2022/0017202-7;Despacho deferido;1;correto
1020.2022/0017216-7;Despacho deferido;1;correto
1020.2022/0017203-5;Despacho deferido;1;correto
1020.2022/0017204-3;Despacho deferido;1;correto
1020.2022/0017205-1;Despacho deferido;1;correto
1020.2022/0017206-0;Despacho deferido;1;correto
1020.2022/0017207-8;Despacho deferido;1;correto
1020.2022/0017208-6;Despacho deferido;1;correto
1020.2022/0017209-4;Despacho deferido;1;correto
1020.2022/0017210-8;Despacho deferido;1;correto
1020.2022/0017211-6;Despacho deferido;1;correto
1020.2022/0017212-4;Despacho deferido;1;correto
1020.2022/0017213-2;Despacho deferido;1;correto
1020.2022/0017214-0;Despacho deferido;1;correto
1020.2022/0017215-9;Despacho deferido;1;correto
1020.2022/0017249-3;Despacho deferido;1;correto
1020.2022/0017251-5;Despacho deferido;1;correto
1020.2022/0017370-8;Despacho deferido;1;correto
1020.2022/0017285-0;Despacho deferido;1;correto
1020.2022/0017286-8;Despacho deferido;1;correto
1020.2022/0017287-6;Despacho deferido;1;correto
1020.2022/0017288-4;Despacho deferido;1;correto
1020.2022/0017289-2;Despacho deferido;1;correto
1020.2022/0017290-6;Despacho deferido;1;correto
1020.2022/0017291-4;Despacho deferido;1;correto
1020.2022/0017292-2;Despacho deferido;1;correto
1020.2022/0017293-0;Despacho deferido;1;correto
1020.2022/0017298-1;Despacho deferido;1;correto
1020.2022/0017299-0;Despacho deferido;1;correto
1020.2022/0017304-0;Despacho deferido;1;correto
1020.2022/0017356-2;Despacho deferido;1;correto
1020.2022/0017283-3;Despacho deferido;1;correto
1020.2022/0017357-0;Despacho deferido;1;correto
1020.2022/0017358-9;Despacho deferido;1;correto
1020.2022/0017359-7;Despacho deferido;1;correto
1020.2022/0017360-0;Despacho deferido;1;correto
1020.2022/0017361-9;Despacho deferido;1;correto
1020.2022/0017362-7;Despacho deferido;1;correto
1020.2022/0017363-5;Despacho deferido;1;correto
1020.2022/0017364-3;Despacho deferido;1;correto
1020.2022/0017365-1;Despacho deferido;1;correto
1020.2022/0017366-0;Despacho deferido;1;correto
1020.2022/0017367-8;Despacho deferido;1;correto
1020.2022/0017368-6;Despacho deferido;1;correto
1020.2022/0017369-4;Despacho deferido;1;correto
1020.2022/0017284-1;Despacho deferido;1;correto
1020.2022/0017282-5;Despacho deferido;1;correto
1020.2022/0017252-3;Despacho deferido;1;correto
1020.2022/0017266-3;Despacho deferido;1;correto
1020.2022/0017253-1;Despacho deferido;1;correto
1020.2022/0017254-0;Despacho deferido;1;correto
1020.2022/0017255-8;Despacho deferido;1;correto
1020.2022/0017256-6;Despacho deferido;1;correto
1020.2022/0017257-4;Despacho deferido;1;correto
1020.2022/0017258-2;Despacho deferido;1;correto
1020.2022/0017259-0;Despacho deferido;1;correto
1020.2022/0017260-4;Despacho deferido;1;correto
1020.2022/0017261-2;Despacho deferido;1;correto
1020.2022/0017262-0;Despacho deferido;1;correto
1020.2022/0017263-9;Despacho deferido;1;correto
1020.2022/0017264-7;Despacho deferido;1;correto
1020.2022/0017265-5;Despacho deferido;1;correto
1020.2022/0017267-1;Despacho deferido;1;correto
1020.2022/0017281-7;Despacho deferido;1;correto
1020.2022/0017268-0;Despacho deferido;1;correto
1020.2022/0017269-8;Despacho deferido;1;correto
1020.2022/0017270-1;Despacho deferido;1;correto
1020.2022/0017271-0;Despacho deferido;1;correto
1020.2022/0017272-8;Despacho deferido;1;correto
1020.2022/0017273-6;Despacho deferido;1;correto
1020.2022/0017274-4;Despacho deferido;1;correto
1020.2022/0017275-2;Despacho deferido;1;correto
1020.2022/0017276-0;Despacho deferido;1;correto
1020.2022/0017277-9;Despacho deferido;1;correto
1020.2022/0017278-7;Despacho deferido;1;correto
1020.2022/0017279-5;Despacho deferido;1;correto
1020.2022/0017280-9;Despacho deferido;1;correto
1020.2022/0018397-5;Despacho deferido;1;correto
1020.2022/0018187-5;Despacho deferido;1;correto
1020.2022/0019538-8;Despacho deferido;1;correto
1020.2022/0019541-8;Despacho deferido;1;correto
1020.2022/0019543-4;Despacho deferido;1;correto
1020.2022/0019544-2;Despacho deferido;1;correto
1020.2022/0019545-0;Despacho deferido;1;correto
1020.2022/0019547-7;Despacho deferido;1;correto
1020.2022/0019589-2;Despacho deferido;1;correto
1020.2022/0019594-9;Despacho deferido;1;correto
1020.2022/0019595-7;Despacho deferido;1;correto
1020.2022/0019596-5;Despacho deferido;1;correto
1020.2022/0019608-2;Despacho deferido;1;correto
1020.2022/0019609-0;Despacho deferido;1;correto
1020.2022/0019610-4;Despacho deferido;1;correto
1020.2022/0019612-0;Despacho deferido;1;inexistente
1020.2022/0019615-5;Despacho deferido;1;correto
1020.2022/0019617-1;Despacho deferido;1;correto
1020.2022/0019619-8;Despacho deferido;1;correto
1020.2022/0019621-0;Despacho deferido;1;correto
1020.2022/0019622-8;Despacho deferido;1;correto
1020.2022/0019624-4;Despacho deferido;1;correto
1020.2022/0019625-2;Despacho deferido;1;correto
1020.2022/0019626-0;Despacho deferido;1;correto
1020.2022/0019540-0;Despacho deferido;1;correto
1020.2022/0019536-1;Despacho deferido;1;correto
1020.2022/0019628-7;Despacho deferido;1;correto
1020.2022/0019534-5;Despacho deferido;1;correto
1020.2022/0019457-8;Despacho deferido;1;correto
1020.2022/0019458-6;Despacho deferido;1;correto
1020.2022/0019459-4;Despacho deferido;1;correto
