veiculo;orgao;unidade;serie;processo;documento;data
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0019418-7;085079924;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0009807-4;085081736;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0015673-0;085080028;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0022656-9;085076717;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0009825-0;085071081;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2021/0001165-0;085080621;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0023564-9;085044386;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0004140-4;085063476;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0023182-1;085044369;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0009601-2;085046293;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0010632-8;085080747;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0024061-8;085051449;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0014996-1;085052930;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0023465-0;085081541;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0002098-7;085083287;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0020125-6;085053590;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0023028-0;085049145;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0015201-8;085082913;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0016249-8;085072575;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0019102-1;085050720;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0018921-3;085081632;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2023/0006057-3;085077150;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0016120-1;085078657;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0012848-6;085052724;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0008566-1;085060308;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2023/0006607-5;085068502;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0013174-6;085069874;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0016817-8;085051662;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0010164-0;085080851;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0014930-9;085068924;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0018499-8;085050137;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0021253-3;085081024;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0017507-7;085039244;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2023/0006242-8;085037819;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0012663-7;085072213;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0005483-9;085077967;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2023/0002187-0;085072135;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0012666-1;085071768;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0013638-1;085078197;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0003103-0;085083152;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0012295-8;085008681;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0001444-8;085009036;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0016886-9;085081886;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2023/0010626-3;085029032;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0011210-5;085077854;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0016665-3;085080733;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0002099-5;085082791;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0010316-5;085054392;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0020212-0;085078363;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0007097-8;085073872;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0021366-1;085081234;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0003454-8;085081991;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0021820-5;085074573;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0004318-0;085082434;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0010804-5;085054729;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0021809-4;085055648;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0004111-0;085069395;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0018504-8;085057801;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0010002-8;085062207;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0013943-7;085056580;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0010538-0;085059084;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0003266-7;085076068;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0010710-3;085072901;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0006157-0;085071965;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0021992-9;085067266;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0005817-0;085021299;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0000579-1;085045452;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0013639-0;085057230;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0001270-4;085053309;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2021/0016751-0;085030220;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0021046-8;085029942;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0002505-0;085031044;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2021/0019100-3;085069566;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0000252-2;085067001;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0009277-7;085011068;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0011209-3;085051134;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0005166-3;085051107;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0022107-9;085046826;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0023673-4;085055825;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0002915-1;085052466;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0015281-6;085032452;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0016956-5;085041119;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0022651-8;085036650;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0012458-8;085044107;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0024319-6;085042028;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0008151-1;085036821;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0023558-4;085031878;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0021740-3;085030848;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0002597-2;085029152;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0020123-0;085035153;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0017386-4;085033269;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2020/0016096-3;085025539;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0022578-3;085030294;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0002699-3;085024095;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0002535-0;085056177;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0011689-5;085067982;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0001429-6;085056499;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0019700-3;085055344;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0023027-2;085046860;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0007340-3;085076144;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0023672-6;085071096;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0019947-2;085018937;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2021/0002609-6;085039950;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0002784-3;085078679;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2021/0017650-0;085072182;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0000532-7;085067298;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0011073-2;085064441;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0009215-7;085024944;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0010536-4;085058493;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0018778-4;085052410;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0001359-1;085052319;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0000545-9;085051713;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0004665-1;085070636;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0003917-5;085066521;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0005291-0;085062961;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0015758-3;085056414;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0009819-8;085056360;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0002423-2;085035050;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2022/0002455-9;085034325;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Comunique-se;1020.2023/0005809-9;085082374;20/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0005350-0;085085661;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0018685-0;085086195;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0019020-3;085121669;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0002030-8;085113642;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0007752-0;085086637;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0011552-1;085089438;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0011556-4;085089458;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0004870-0;085083661;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0016337-0;085084686;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0004255-7;085083922;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0001839-9;085085159;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0005211-2;085085287;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0011596-3;085124448;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0008488-0;085139703;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0011572-6;085089646;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2021/0010101-2;085109049;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2023/0011574-2;085089659;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0002466-4;085115487;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2021/0001485-3;085086397;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2022/0021730-6;085086552;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho deferido;1020.2021/0009269-2;085159907;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0007940-8;085086333;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0019535-1;085086371;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0007443-0;085086480;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0018150-4;085086502;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0008082-3;085086295;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0009609-6;085085725;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0018904-1;085086440;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0016662-9;085126109;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0014582-8;085086159;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0018191-1;085084879;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0023433-2;085084609;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0015463-9;085143443;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2020/0014536-0;085086229;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2023/0005965-6;085086274;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0001526-4;085086468;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0005951-2;085084847;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0009224-4;085085771;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0015731-0;085086575;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2021/0018071-0;085086593;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2022/0019954-5;085086252;21/06/2023
Atos do Executivo;Secretaria Municipal de Urbanismo e Licenciamento - Portal;SMUL/Unidade do Aprova Digital;Despacho indeferido;1020.2023/0002915-3;085085976;21/06/2023
