n_processo;data_autuacao;assunto;coord_atual;status;data_extracao
1020.2022/0011840-5;02/07/2022 09:58:26;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0014130-0;08/08/2022 08:39:52;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2022/0011749-2;01/07/2022 10:06:04;Apostilamento;RESID;deferido;2024.03.04
1020.2022/0011832-4;02/07/2022 09:56:55;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2023/0011898-9;22/06/2023 14:09:32;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0011444-2;28/06/2022 16:27:32;Apostilamento;PARHIS;deferido;2024.03.04
1020.2022/0013169-0;23/07/2022 06:18:50;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0014917-3;16/08/2022 09:49:35;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012092-2;08/07/2022 08:44:23;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011748-4;01/07/2022 10:05:53;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0012386-7;12/07/2022 19:29:19;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2022/0011848-0;04/07/2022 10:00:35;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0018567-6;28/09/2022 08:17:04;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012059-0;07/07/2022 07:09:02;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0013823-6;03/08/2022 09:37:35;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2022/0012224-0;12/07/2022 10:06:28;Certificado de Segurança;CONTRU;em análise;2024.03.04
1020.2022/0014640-9;12/08/2022 08:46:55;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014643-3;12/08/2022 08:47:38;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012672-6;15/07/2022 10:25:01;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2022/0012385-9;12/07/2022 19:29:06;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2022/0012348-4;12/07/2022 10:47:12;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011837-5;02/07/2022 09:57:52;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0014508-9;11/08/2022 11:05:48;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011975-4;06/07/2022 09:44:01;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2022/0020031-4;18/10/2022 10:42:11;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0011828-6;02/07/2022 09:56:07;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0014510-0;11/08/2022 11:06:16;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011537-6;29/06/2022 15:07:14;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012124-4;09/07/2022 10:57:17;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013812-0;03/08/2022 07:59:45;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2022/0012313-1;12/07/2022 10:35:52;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;indeferido e encerrado;2024.03.04
1020.2022/0012125-2;09/07/2022 10:58:23;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012090-6;08/07/2022 08:43:47;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012218-6;12/07/2022 10:05:38;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;deferido;2024.03.04
1020.2022/0011492-2;29/06/2022 08:28:27;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0011841-3;02/07/2022 09:58:38;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2022/0012753-6;16/07/2022 09:17:54;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0013425-7;28/07/2022 09:50:12;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0012260-7;12/07/2022 10:19:59;Certificado de Estanqueidade;CONTRU;deferido;2024.03.04
1020.2022/0014635-2;12/08/2022 08:45:43;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011829-4;02/07/2022 09:56:17;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0011839-1;02/07/2022 09:58:14;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0011835-9;02/07/2022 09:57:28;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0014634-4;12/08/2022 08:45:08;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012001-9;06/07/2022 09:55:51;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014636-0;12/08/2022 08:45:59;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011831-6;02/07/2022 09:56:42;Apostilamento;COMIN;indeferido;2024.03.04
1020.2022/0012101-5;08/07/2022 08:46:29;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0011533-3;29/06/2022 13:22:49;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0016087-8;31/08/2022 09:28:44;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0012305-0;12/07/2022 10:34:14;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2022/0012249-6;12/07/2022 10:15:57;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012098-1;08/07/2022 08:45:54;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013231-9;25/07/2022 15:53:38;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0014498-8;11/08/2022 10:22:58;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011536-8;29/06/2022 15:01:36;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0012569-0;14/07/2022 09:50:27;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0016880-1;12/09/2022 13:14:21;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014651-4;12/08/2022 08:51:11;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2023/0001980-8;06/02/2023 07:52:59;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0014674-3;12/08/2022 09:48:35;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012345-0;12/07/2022 10:46:24;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0021134-0;04/11/2022 06:56:55;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011534-1;29/06/2022 14:39:50;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0012694-7;15/07/2022 10:43:17;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2022/0011535-0;29/06/2022 14:56:58;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2022/0012828-1;19/07/2022 10:24:27;Alvará para Desmembramento/ Remembramento/ Reparcelamento;PARHIS;indeferido;2024.03.04
1020.2022/0013214-9;23/07/2022 06:29:20;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013277-7;26/07/2022 09:13:15;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0011984-3;06/07/2022 09:48:05;Alvará de Funcionamento de Local de Reunião;CONTRU;em análise;2024.03.04
1020.2022/0012470-7;13/07/2022 09:58:13;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012048-5;07/07/2022 07:06:40;Certificado de Segurança;CONTRU;indeferido;2024.03.04
1020.2022/0011538-4;29/06/2022 16:02:10;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0012668-8;15/07/2022 10:19:00;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0014520-8;11/08/2022 11:09:00;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014493-7;11/08/2022 10:21:12;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012662-9;15/07/2022 10:17:12;Alvará para Desmembramento/ Remembramento/ Reparcelamento;PARHIS;indeferido;2024.03.04
1020.2022/0011539-2;29/06/2022 16:33:22;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0012256-9;12/07/2022 10:18:43;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0011628-3;30/06/2022 10:52:44;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0017177-2;13/09/2022 11:57:51;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013813-9;03/08/2022 07:59:58;Certificado de Estanqueidade;CONTRU;deferido;2024.03.04
1020.2022/0013183-5;23/07/2022 06:21:15;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012093-0;08/07/2022 08:44:35;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0014494-5;11/08/2022 10:21:36;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011629-1;30/06/2022 10:54:38;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0013133-9;22/07/2022 15:24:06;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;indeferido;2024.03.04
1020.2022/0012094-9;08/07/2022 08:44:48;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);COMIN;indeferido;2024.03.04
1020.2022/0012925-3;20/07/2022 08:07:32;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2022/0011630-5;30/06/2022 10:57:51;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0011540-6;29/06/2022 17:56:27;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0014492-9;11/08/2022 10:16:19;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011688-7;30/06/2022 15:40:40;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0011993-2;06/07/2022 09:50:11;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
1020.2023/0014382-7;25/07/2023 16:30:59;Certificado de Segurança;CONTRU;em análise;2024.03.04
1020.2022/0021139-1;04/11/2022 07:06:37;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012096-5;08/07/2022 08:45:29;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0011541-4;29/06/2022 18:36:19;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0012221-6;12/07/2022 10:06:05;Alvará de Instalação de Heliponto;CONTRU;em análise;2024.03.04
1020.2022/0013184-3;23/07/2022 06:22:25;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011542-2;29/06/2022 19:01:01;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0013173-8;23/07/2022 06:19:25;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0011985-1;06/07/2022 09:48:15;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0012222-4;12/07/2022 10:06:17;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2022/0012051-5;07/07/2022 07:07:24;Pedido de Isenção de Taxa;SERVIN;deferido;2024.03.04
1020.2022/0011631-3;30/06/2022 11:00:48;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0014489-9;11/08/2022 10:15:26;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012254-2;12/07/2022 10:17:48;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0011983-5;06/07/2022 09:47:59;Alvará de Funcionamento de Local de Reunião;CONTRU;em análise;2024.03.04
1020.2022/0011999-1;06/07/2022 09:51:35;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011659-3;30/06/2022 11:17:31;Alvará de Desmembramento + Alvará de Aprovação e Execução de Edificação Nova (Plano integrado);PARHIS;em análise;2024.03.04
1020.2022/0020030-6;18/10/2022 10:40:35;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0019457-8;07/10/2022 09:36:34;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011683-6;30/06/2022 12:10:51;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012229-1;12/07/2022 10:07:13;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2022/0012471-5;13/07/2022 09:58:21;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014485-6;11/08/2022 10:14:27;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011686-0;30/06/2022 15:13:33;Certificado de Conclusão;PARHIS;em análise;2024.03.04
1020.2022/0017206-0;13/09/2022 12:42:34;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0022125-7;22/11/2022 07:20:43;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011987-8;06/07/2022 09:48:44;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0011627-5;30/06/2022 10:43:50;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2022/0011641-0;30/06/2022 11:05:28;Apostilamento;PARHIS;deferido;2024.03.04
1020.2022/0012751-0;16/07/2022 09:17:32;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2022/0012750-1;16/07/2022 09:17:23;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2022/0013280-7;26/07/2022 09:13:57;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0014486-4;11/08/2022 10:14:54;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012665-3;15/07/2022 10:18:25;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
1020.2022/0011855-3;04/07/2022 15:33:14;Projeto Modificativo de Alvará de Aprovação e Execução de Edificação Nova (HIS / HMP);PARHIS;deferido;2024.03.04
1020.2022/0011687-9;30/06/2022 15:35:37;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2022/0014484-8;11/08/2022 10:14:11;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012667-0;15/07/2022 10:18:51;Certificado de Estanqueidade;CONTRU;deferido;2024.03.04
1020.2022/0011986-0;06/07/2022 09:48:28;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0014482-1;11/08/2022 09:46:41;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012568-1;14/07/2022 09:49:22;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);COMIN;em análise;2024.03.04
1020.2022/0011690-9;30/06/2022 16:35:43;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012002-7;06/07/2022 09:56:49;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2022/0012003-5;06/07/2022 09:57:09;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2022/0014481-3;11/08/2022 09:46:20;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011990-8;06/07/2022 09:49:31;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;deferido;2024.03.04
1020.2022/0013074-0;22/07/2022 10:26:14;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2022/0016881-0;12/09/2022 13:16:50;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0015989-6;30/08/2022 09:59:11;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);RESID;indeferido;2024.03.04
1020.2022/0012225-9;12/07/2022 10:06:41;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2022/0011685-2;30/06/2022 13:21:51;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0012097-3;08/07/2022 08:45:39;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
1020.2022/0012226-7;12/07/2022 10:06:49;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0012228-3;12/07/2022 10:07:05;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2022/0019932-4;15/10/2022 10:58:28;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012269-0;12/07/2022 10:22:10;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0022305-7;08/11/2023 10:26:50;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0012056-6;07/07/2022 07:08:14;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);COMIN;deferido;2024.03.04
1020.2022/0013539-3;29/07/2022 08:37:13;Pedido de Isenção de Taxa;GAB;deferido;2024.03.04
1020.2022/0014480-5;11/08/2022 09:46:05;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012365-4;12/07/2022 10:52:22;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011994-0;06/07/2022 09:50:20;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0013913-5;04/08/2022 07:09:29;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;deferido;2024.03.04
1020.2022/0012478-2;13/07/2022 10:00:07;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012244-5;12/07/2022 10:12:39;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2022/0014479-1;11/08/2022 09:45:54;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012354-9;12/07/2022 10:48:27;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012246-1;12/07/2022 10:13:25;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012353-0;12/07/2022 10:48:06;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0020029-2;18/10/2022 10:37:40;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0011771-9;01/07/2022 12:24:57;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012000-0;06/07/2022 09:52:03;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2022/0012279-8;12/07/2022 10:24:39;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0015430-4;23/08/2022 07:55:40;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0011997-5;06/07/2022 09:51:12;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0017207-8;13/09/2022 12:44:01;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013912-7;04/08/2022 07:09:20;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0012258-5;12/07/2022 10:19:18;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2022/0012472-3;13/07/2022 09:58:35;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012252-6;12/07/2022 10:16:55;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2022/0012253-4;12/07/2022 10:17:22;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2022/0011998-3;06/07/2022 09:51:24;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2022/0011992-4;06/07/2022 09:49:58;Certificado de Segurança;CONTRU;deferido;2024.03.04
1020.2022/0013084-7;22/07/2022 14:46:45;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0011756-5;01/07/2022 10:07:28;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0012102-3;08/07/2022 08:46:39;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0011761-1;01/07/2022 10:13:08;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012666-1;15/07/2022 10:18:38;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;indeferido e encerrado;2024.03.04
1020.2022/0012099-0;08/07/2022 08:46:01;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012057-4;07/07/2022 07:08:26;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0014002-8;05/08/2022 07:51:00;Certificado de Segurança;CONTRU;em análise;2024.03.04
1020.2022/0011730-1;01/07/2022 10:01:07;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0013521-0;29/07/2022 08:31:07;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2022/0019024-6;03/10/2022 18:34:46;Certificado de Segurança;CONTRU;em análise;2024.03.04
1020.2022/0011770-0;01/07/2022 11:10:08;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012055-8;07/07/2022 07:08:06;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);SERVIN;indeferido;2024.03.04
1020.2022/0011769-7;01/07/2022 11:06:34;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0017211-6;13/09/2022 12:50:02;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011772-7;01/07/2022 12:28:25;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012234-8;12/07/2022 10:08:50;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012576-2;14/07/2022 10:01:01;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0012476-6;13/07/2022 09:59:33;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);SERVIN;deferido;2024.03.04
1020.2022/0012237-2;12/07/2022 10:10:02;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011991-6;06/07/2022 09:49:46;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0012266-6;12/07/2022 10:21:24;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0012577-0;14/07/2022 10:01:14;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
1020.2022/0014477-5;11/08/2022 09:44:55;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014525-9;11/08/2022 11:14:20;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012663-7;15/07/2022 10:18:15;Certificado de Estanqueidade;CONTRU;indeferido e encerrado;2024.03.04
1020.2022/0012052-3;07/07/2022 07:07:33;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;PARHIS;desistido;2024.03.04
1020.2023/0002628-6;15/02/2023 12:33:16;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0012473-1;13/07/2022 09:58:50;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012250-0;12/07/2022 10:16:28;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0012110-4;08/07/2022 08:48:29;Certificado de Acessibilidade;CONTRU;deferido;2024.03.04
1020.2022/0012053-1;07/07/2022 07:07:42;Pedido de Isenção de Taxa;SERVIN;indeferido;2024.03.04
1020.2022/0012263-1;12/07/2022 10:20:29;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);COMIN;indeferido;2024.03.04
1020.2022/0014526-7;11/08/2022 11:16:48;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011849-9;04/07/2022 10:02:48;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0012475-8;13/07/2022 09:59:20;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014478-3;11/08/2022 09:45:38;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
